bib_id,abbreviation,authors,title,type,ref,file,num_pages
gombrich1999bodhisattvas,Gombrich. “Organized Bodhisattvas.”,Gombrich,Organized Bodhisattvas: A Blind Alley in Buddhist Historiography,book section,"Gombrich, Richard. “Organized Bodhisattvas: A Blind Alley in Buddhist Historiography.” In *Studies in Hindu and Buddhist Art*, edited by P.K. Mithra, 307–29. New Delhi: Abhinav Publications, 1999. https://www.google.com/books/edition/Studies_in_Hindu_and_Buddhist_Art/AqSAQpCOifoC.",gombrich1999bodhisattvas.pdf,22
sakaino1935shinabukkyo,Sakaino. *Shina Bukkyō*,Sakaino,Shina Bukkyō Seishi,book,"Sakaino, Kōyō. *Shina Bukkyō Seishi* 支那佛教精史. Tokyo: Hakushi Ikō Kankōkai, 1935.",,
fujita_tanaka1990rigins,Fujita and  Tanaka. “Textual Origins.”,Fujita and Tanaka,The Textual Origins of the Kuan Wu-Liang-Shou Ching: A Canonical Scripture of Pure Land Buddhism,book section,"Fujita, Kotatsu, and Kenneth K. Tanaka. “The Textual Origins of the Kuan Wu-Liang-Shou Ching: A Canonical Scripture of Pure Land Buddhism.” In Chinese Buddhist Apocrypha, edited by Robert E. Buswell, 149–74. Honolulu: University of Hawaii Press, 1990.",fujita_tanaka1990rigins.pdf,75
davidson1990authenticity,Davidson. “Scriptural Authenticity.”,Davidson,An Introduction to the Standards of Scriptural Authenticity in Indian Buddhism,book section,"Davidson, Ronald M. “An Introduction to the Standards of Scriptural Authenticity in Indian Buddhism.” In Chinese Buddhist Apocrypha, edited by Robert E. Buswell, 291–325. Honolulu: University of Hawaii Press, 1990.",davidson1990authenticity.pdf,34
palumbo2023narrative,Palumbo. “New Narrative.”,Palumbo,Buddhism in Premodern China and Its Periodization: In Search of a New Narrative,book section,"Palumbo, Antonello. “Buddhism in Premodern China and Its Periodization: In Search of a New Narrative.” In *Chinese Buddhism and the Scholarship of Erik Zürcher*, edited by Jonathan A. Silk and Stefano Zacchetti, 304–89. Sinica Leidensia, vol. 157. Leiden ; Boston: Brill, 2023.",palumbo2023narrative.pdf,84
palumbo207literary,Palumbo. “Literary Evidence.”,Palumbo,Literary Evidence on Han Buddhism: A Brief Reassessment,paper,"Palumbo, Antonello. “Literary Evidence on Han Buddhism: A Brief Reassessment.” In Cultural Encounters Between Han and Tang: New Research on Early Imperial China, 1–10, 2007. https://eprints.soas.ac.uk/17850/1/Literary%20Evidence%20on%20Han%20Buddhism.pdf.",palumbo207literary.pdf,10
hayashiya1941kyoroku,Hayashiya. *Kyōroku.*,Hayashiya,Kyōroku Kenkyū: Zenpen,book,"Hayashiya, Tomojirō. *Kyōroku Kenkyū: Zenpen.* Tokyo: Iwanami Shoten, 1941.",,
storch2014bibliography,Storch. *Buddhist Bibliography.*,Storch,The History of Chinese Buddhist Bibliography: Censorship and Transformation of the Tripitaka,book,"Storch, Tanya. *The History of Chinese Buddhist Bibliography: Censorship and Transformation of the Tripitaka.* Amherst, New York: Cambria Press, 2014.",,
hureau2009translations,hureau2009translations,Hureau,"Translations, Apocrypha, and the Emergence of the Buddhist Canon",book section,"Hureau, Sylvie. “Translations, Apocrypha, and the Emergence of the Buddhist Canon.” In *Early Chinese Religion,* Part Two: The Period of Division (220-589 AD)(2 Vols.), 749–84. Brill, 2009.",hureau2009translations.pdf,25
ma2014eloquent,Ma. “Eloquent.”,Ma,"Eloquent without Being Flowery, Unhewn without Being Coarse",book section,"Ma, Zuyi. “Eloquent without Being Flowery, Unhewn without Being Coarse.” In *An Anthology of Chinese Discourse on Translation: From Earliest Times to the Buddhist Project*, edited by Martha Cheung, translated by Cathy Poon and Martha Chueng, Google Play., 118–20. London: Routledge, 2014.",ma2014eloquent.pdf,3
martin2010buddhism,Martin. “Buddhism and Literature.”,Martin,Buddhism and Literature,book section,"Martin, François. “Buddhism and Literature.” In *Early Chinese Religion, Part Two: The Period of Division (220-589 AD)*, edited by John Lagerwey and Lü Pengzhi, 899–961. Handbook of Oriental Studies Section 4, China, volume 21,2. Leiden Boston: Brill, 2010.",martin2010buddhism.pdf,62
kieschnick2010monasticism,Kieschnick. “Buddhist Monasticism.”,Kieschnick,Buddhist Monasticism,book section,"Kieschnick, John. “Buddhist Monasticism.” In *Early Chinese Religion, Part Two: The Period of Division (220-589 AD)*, edited by John Lagerwey and Lü Pengzhi, 545–74. Handbook of Oriental Studies Section 4, China, volume 21,2. Leiden Boston: Brill, 2010.",kieschnick2010onasticism.pdf,30
liu2010return,Liu. “Return.”,Liu,The Return of the State: On the Significance of Buddhist Epigraphy and Its Geographic Distribution,book section,"Liu, Shufen. “The Return of the State: On the Significance of Buddhist Epigraphy and Its Geographic Distribution.” In *Early Chinese Religion, Part Two: The Period of Division (220-589 AD)*, edited by John Lagerwey and Lü Pengzhi, 319–42. Handbook of Oriental Studies Section 4, China, volume 21,2. Leiden Boston: Brill, 2010.",liu2010return.pdf,23
conze1973perfection,Conze. *Perfection of Wisdom*.,Conze,The Perfection of Wisdom in Eight Thousand Lines and Its Verse Summary,book,"Conze, Edward. *The Perfection of Wisdom in Eight Thousand Lines and Its Verse Summary*. Four Seasons Foundation, 1973. http://huntingtonarchive.osu.edu/resources/downloads/sutras/02Prajnaparamita/Astasahasrika.pdf.",,
orsborn2012chiasmus,Orsborn. “Chiasmus.”,Osborn,Chiasmus in the Early Prajñāpāramitā: Literary Parallelism Connecting Criticism and Hermeneutics in an Early Mahāyāna Sūtra,dissertation,"Orsborn, Matthew Bryan. “Chiasmus in the Early Prajñāpāramitā: Literary Parallelism Connecting Criticism and Hermeneutics in an Early Mahāyāna Sūtra.” University of Hong Kong, 2012. https://hub.hku.hk/handle/10722/181019.",,
rulu2012mahayana,Rulu. *Mahāyāna Sūtras.*,Rulu,Thinking of Amitābha Buddha: Selected Mahāyāna Sūtras,book,"Rulu. *Thinking of Amitābha Buddha: Selected Mahāyāna Sūtras.* Bloomington, IN: AuthorHouse, 2012. https://www.google.com/books/edition/Thinking_of_Amitabha_Buddha/X1R4pu7D58oC.",,
shingan2022ajatasatru,Shingan. *Ajātaśatru Sūtra.*,Shingan,King Ajātaśatru Sūtra: A Translation of the Ajtaatrukauktyavinodana Stra from the Chinese of Lokakema Together with Three Short Sutras,book,"Shingan, Shaku. *King Ajātaśatru Sūtra: A Translation of the Ajtaatrukauktyavinodana Stra from the Chinese of Lokakema Together with Three Short Sutras.* Lulu.com, 2022. https://www.google.com/books/edition/The_King_Aj%C4%81ta%C5%9Batru_S%C5%ABtra/FocNzwEACAAJ.",,
boucher2018recruitment,Boucher. “Recruitment.”,Boucher,Recruitment and Retention in Early Bodhisattva  Sodalities,book section,"Boucher, Daniel. “Recruitment and Retention in Early Bodhisattva  Sodalities.” In *Setting out on the Great Way: Essays on Early Mahāyāna Buddhism,* edited by Paul M. Harrison, 95–118. Bristol, CT: Equinox Publishing Ltd, 2018.",,
greene2022vimalakirti,Greene. “Vimalakīrti-Nirdeśa.”,Greene,Reading Indian Literature in Fourth-Century China: Gleanings from a Newly Available Commentary to the Oldest Chinese Translation of the Vimalakīrti-Nirdeśa,article,"Greene, Eric M. “Reading Indian Literature in Fourth-Century China: Gleanings from a Newly Available Commentary to the Oldest Chinese Translation of the Vimalakīrti-Nirdeśa.” T’oung Pao 108, no. 1–2 (2022): 36–97.",greene2022vimalakirti.pdf,59
greene2023decline,Greene. “Decline and Fall.”,Greene,The Decline and Fall of Chinese Buddhist Literary Historical Consciousness,article,"Greene, Eric M. “The Decline and Fall of Chinese Buddhist Literary Historical Consciousness.” Journal of the American Oriental Society 143, no. 1 (2023): 125–50.",greene2023decline.pdf,25
xing2006lokanuvartana,Xing. “The Lokānuvartana-Sūtra.”,Xing,"The Lokānuvartana-Sūtra 佛說內藏百寶經 Taisho No. 807 (T17, 751b12–753c23), Translated into Chinese by Lokakṣema",article,"Xing, Guang. “The Lokānuvartana-Sūtra 佛說內藏百寶經 Taisho No. 807 (T17, 751b12–753c23), Translated into Chinese by Lokakṣema.” *Journal of Buddhist Studies* IV (2006): 312–30.
",xing2006lokanuvartana.pdf,18
harrison1982lokottaravādin,Harrison. “Lokottaravādin.”,Harrison,Sanskrit Fragments of a Lokottaravādin Tradition,book section,"Harrison, Paul. “Sanskrit Fragments of a Lokottaravādin Tradition.” In *Indological and Buddhist Studies: Volume in Honour of Professor J. W. de Jong on His Sixtieth Birthday*, edited by L. A. Hercus, 211–34. Canberra: Faculty of Asian Studies, Australian National University, 1982.",harrison1982lokottaravādin.pdf,23
copp2011dharani,Copp. “Dhāraṇī Scriptures.”,Copp,Dhāraṇī Scriptures,book section,"Copp, Paul. “Dhāraṇī Scriptures.” In *Esoteric Buddhism and the Tantras in East Asia*, edited by Charles D. Orzech, Henrik Hjort Sørensen, and Richard Karl Payne, 176–80. Handbook of Oriental Studies, volume 24. Leiden: Brill, 2011.",copp2011dharani.pdf,5
hoernle1916nipata,Hoernle. “Sutta Nipāta.”,Hoernle,The Sutta Nipāta in a Sanskrit Version from Eastern Turkestan,article,"Hoernle, AF Rudolf. “The Sutta Nipāta in a Sanskrit Version from Eastern Turkestan.” *Journal of the Royal Asiatic Society* 48, no. 4 (1916): 709–32.",hoernle1916nipata.pdf,23
bapat1951arthapada,Bapat. “Arthapada Sutra.”,Bapat,"Arthapada Sutra: Spoken by the Buddha, Translated by the Upāsaka Che-Kien under the Wu Dynasty (222-280 AD)",article,"Bapat, Purushottam Vishvanath. “Arthapada Sutra: Spoken by the Buddha, Translated by the Upāsaka Che-Kien under the Wu Dynasty (222-280 AD).” *Visva-Bharati Annals* 1 (1951): 135–227. https://mbingenheimer.net/tools/bibls/Bapat.1951.Arthapadasutra.pdf.",bapat1951arthapada.pdf,92
chen2012khotanese,Chen. “Khotanese Fragments.”,Chen,Newly Identified Khotanese Fragments in the British Library and Their Chinese Parallels,article,"Chen, Huaiyu. “Newly Identified Khotanese Fragments in the British Library and Their Chinese Parallels.” *Journal of the Royal Asiatic Society* 22, no. 2 (2012): 265–79.",chen2012khotanese.pdf,15
paul_wilson1979women,Paul and Wilson. *Women in Buddhism*,Paul and Wilson,Women in Buddhism: Images of the Feminine in Mahāyāna Tradition,book,"Paul, Diana Y., and Frances Wilson. *Women in Buddhism: Images of the Feminine in Mahāyāna Tradition*. Berkeley, Calif: Asian Humanities Press, Lancaster Miller Publishers, 1979.",,
reat1998salistamba,Reat. *Śālistamba Sūtra.*,Reat,"The Śālistamba Sūtra: Tibetan Original, Sanskrit Reconstruction, English Translation, Critical Notes (Including Pāli Parallels, Chinese Version, and Ancient Tibetan Fragments)",book,"Reat, N. Ross. *The Śālistamba Sūtra: Tibetan Original, Sanskrit Reconstruction, English Translation, Critical Notes (Including Pāli Parallels, Chinese Version, and Ancient Tibetan Fragments).* Repr. Delhi: Motilal Banarsidass Publishers, 1998. https://www.google.com/books/edition/The_%C5%9A%C4%81listambha_S%C5%ABtra/e4mzEVD1glkC.",,
barnett1903tibetan,Barnett. “Tibetan MSS.”,Barnett,Tibetan MSS. in the Stein Collection,article,"Barnett, L. D. “Tibetan MSS. in the Stein Collection.” *Journal of the Royal Asiatic Society* 35, no. 4 (1903): 821–23. https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/2-tibetan-mss-in-the-stein-collection/1C77E3AABA899A5D15EAFB3417D3C175.",,3
vorobeva2002kasyapaparivarta,"Vorobeva-desyatovskaya, Karashima, and Kudo. *Kāśyapaparivarta.*","Vorobeva-desyatovskaya, Karashima, and Kudo",The Kāśyapaparivarta. Romanized Text and Facsimiles,book,"Vorobeva-desyatovskaya, MI, Seishi Karashima, and Noriyuki Kudo. *The Kāśyapaparivarta: Romanized Text and Facsimiles.* Tokyo: Soka University, 2002.",,
jiang2022scriptures,Jiang. “‘Buddhist Scriptures.”,Jiang,‘Were Buddhist Scriptures in China Translated for Chinese?’: A New Investigation into the Development of Early Buddhist Chinese from the Perspective of the Buddhist Speech Community.,article,"Jiang, Zhejie. “‘Were Buddhist Scriptures in China Translated for Chinese?’: A New Investigation into the Development of Early Buddhist Chinese from the Perspective of the Buddhist Speech Community.” Religions 13, no. 947 (2022): 1–16. https://doi.org/10.3390/rel13100947.",jiang2022scriptures.pdf,16
li2023dhammapada,Li. “Dhammapada.”,Li Zhouyuan,Four Challenges Faced by Early Chinese Buddhist Translators: A Case Study of Zhi Qian’s Chinese Translation of Dhammapada,article,"Li, Zhouyuan. “Four Challenges Faced by Early Chinese Buddhist Translators: A Case Study of Zhi Qian’s Chinese Translation of Dhammapada.” *Religions* 14 (2023): 1018. https://doi.org/10.3390/rel14081018.",li2023dhammapada.pdf,21
boucher1996translation,Boucher. *Buddhist Translation Procedures*,Boucher,Buddhist Translation Procedures in Third-Century China: A Study of Dharmarakṣa and His Translation Idiom,dissertation,"Boucher, David. *Buddhist Translation Procedures in Third-Century China: A Study of Dharmarakṣa and His Translation Idiom*. PhD Thesis. Pennsylvania: University of Pennsylvania, 1996. https://www.jstor.org/stable/604783.
",,
delhey2013yogacarabhumi,Delhey. “Yogācārabhūmi Corpus.”,Delhey,"The Yogācārabhūmi Corpus: Sources, Editions, Translations, and Reference Works",book section,"Delhey, Martin. “The Yogācārabhūmi Corpus: Sources, Editions, Translations, and Reference Works.” In *The Foundation for Yoga Practitioners: The Buddhist Yogācārabhūmi Treatise and Its Adaptation in India, East Asia, and Tibet*, edited by Ulrich Timme Kragh, 498–561. Harvard Oriental Series 75. Cambridge: Harvard University Press, 2013.",delhey2013yogacarabhumi.pdf,63
kragh2013yoga,Kragh. *Foundation for Yoga Practitioners*,Kragh,"The Foundation for Yoga Practitioners: The Buddhist Yogācārabhūmi Treatise and Its Adaptation in India, East Asia, and Tibet",book,"Kragh, Ulrich Timme. *The Foundation for Yoga Practitioners: The Buddhist Yogācārabhūmi Treatise and Its Adaptation in India, East Asia, and Tibet*. Harvard Oriental Series 75. Cambridge: Harvard University Press, 2013. https://archive.org/details/yogacharafoundationforyogapractitionersbuddhistyogacharabhumiitsadaptationinindi_804_z.",,
kragh2013yogacarabhumi,Kragh. “Yogācārabhūmi.”,Kragh,The Yogācārabhūmi and Its Adaptation: Introductory Essay with a Summary of the Basic Section,book section,"Kragh, Ulrich Timme. “The Yogācārabhūmi and Its Adaptation: Introductory Essay with a Summary of the Basic Section.” In *The Foundation for Yoga Practitioners: The Buddhist Yogācārabhūmi Treatise and Its Adaptation in India, East Asia, and Tibet*, by Ulrich Timme Kragh, 22-289. Harvard Oriental Series 75. Cambridge: Harvard University Press, 2013. https://archive.org/details/yogacharafoundationforyogapractitionersbuddhistyogacharabhumiitsadaptationinindi_804_z.",kragh2013yogacarabhumi.pdf,267
endangered2024dasabhumika,Endangered Archives Programme. “Daśabhūmika Sūtra”,Endangered Archives Programme,Daśabhūmīśvara Nāma Mahāyāna Sūtra [Daśabhūmika Sūtra],document,"Endangered Archives Programme. “Daśabhūmīśvara Nāma Mahāyāna Sūtra [Daśabhūmika Sūtra].” British Library. Accessed December 8, 2024. https://eap.bl.uk/archive-file/EAP676-12-4.",endangered2024dasabhumika.pdf,1
dharmamitra2019dasabhumika,Dharmamitra. *Daśabhūmika*,Dharmamitra,The Ten Grounds Sutra: The Daśabhūmika Sūtra,book,"Dharmamitra. *The Ten Grounds Sutra: The Daśabhūmika Sūtra*. Seattle, Washington: Kalavinka Press, 2019.
",,
shomakhmadov2023jatakamala,Shomakhmadov and Hartmann. “Jātakamālā.”,Shomakhmadov and Hartmann,A Sanskrit Manuscript in Proto-Śāradā Script: Fragments of Āryaśūra’s Jātakamālā,article,"Shomakhmadov, Safarali H, and Jens-Uwe Hartmann. “A Sanskrit Manuscript in Proto-Śāradā Script: Fragments of Āryaśūra’s Jātakamālā.” Written Monuments of the Orient 9, no. 1 (2023): 50–60. https://journals.eco-vector.com/2410-0145/article/view/430377/pdf. ",shomakhmadov2023jatakamala.pdf,11
glass2007samyuktagama,Glass and Allon. *Saṃyuktāgama Sutras*,Glass and Allon,Four Gāndhārī Saṃyuktāgama Sutras: Senior Kharoṣṭhi Fragment 5. Gandharan Buddhist Texts,book,"Glass, Andrew, and Mark Allon. *Four Gāndhārī Saṃyuktāgama Sutras: Senior Kharoṣṭhi Fragment 5. Gandharan Buddhist Texts,* vol. 4. Seattle: University of Washington press, 2007.",,
apple2011avaivartika,Apple. “Avaivartika and Avaivartikacakra.”,Apple,On Avaivartika and Avaivartikacakra in Mahayana Buddhist Literature with Special Reference to the Lotus Sutra,article,"Apple, James B. “On Avaivartika and Avaivartikacakra in Mahayana Buddhist Literature with Special Reference to the Lotus Sutra.” 東洋哲学研究所紀要= Bulletin of the Institute of Oriental Philosophy, no. 27 (2011): 119–155.",apple2011avaivartika.pdf,36
apple2012avaivartikacakra,Apple. “Avaivartikacakra Sutra.”,Apple,The Structure and Content of the Avaivartikacakra Sutra and Its Relation to the Lotus Sutra,article,"Apple, James B. “The Structure and Content of the Avaivartikacakra Sutra and Its Relation to the Lotus Sutra.” Bulletin of the Institute ofOriental Philosophy 28 (2012): 155–73.",apple2012avaivartikacakra.pdf,18
miyazaki2016manjusri,Miyazaki. “Manjusri Sutras.”,Miyazaki,"Highly Effective Practices in the Saha World: Similar Accounts Found in Four"" Manjusri Sutras"" and Other Mahayana Sutras",article,"Miyazaki, Tensho. “Highly Effective Practices in the Saha World: Similar Accounts Found in Four"" Manjusri Sutras"" and Other Mahayana Sutras.” *Journal of Indian and Buddhist Studies (Indogaku Bukkyogaku Kenkyu)* 64, no. 3 (2016): 1171–77.",miyazaki2016manjusri.pdf,8
braarvig1993aksayamatinirdesa,Braarvig. *Akṣayamatinirdeśasūtra.*,Braarvig,"Akṣayamatinirdeśasūtra, Vol. II: The Tradition of Imperishability in Buddhist Thought, Translation with Introduction",book,"Braarvig, Jens. *Akṣayamatinirdeśasūtra, Vol. II: The Tradition of Imperishability in Buddhist Thought, Translation with Introduction.* Oslo: Solum forlad, 1993. https://www2.hf.uio.no/polyglotta/public/media/libraries/file/2/Aksayamati_vol-2.pdf.",braarvig1993aksayamatinirdesa.pdf,587
buswell2004sugi,Buswell. “Sugi.”,Buswell,Sugi’s Collation Notes to the Koryŏ Buddhist Canon and Their Significance for Buddhist Textual Criticism,article,"Buswell Jr, Robert E. “Sugi’s Collation Notes to the Koryŏ Buddhist Canon and Their Significance for Buddhist Textual Criticism.” *Journal of Korean Studies* 9, no. 1 (2004): 129–84.",,
mei1996fahu,Mei. “Zhu Fahu.”,Mei,Zhu Fahu de Fanyi Chutan 竺法護的翻譯初探,article,"Mei, Naiwen 梅迺文. “Zhu Fahu de Fanyi Chutan 竺法護的翻譯初探.” 中華佛學學報= Chung-Hwa Buddhist Journal= Journal of Chinese Buddhist Studies, no. 9 (1996): 49–64.",mei1996fahu.pdf,15
tatz1994skill,Tatz. *Skill in Means.*,Tatz,The Skill in Means (Upāyakauśalya) Sūtra,book,"Tatz, Mark. *The Skill in Means (Upāyakauśalya) Sūtra.* 1st ed. Delhi: Motilal Banarsidass Publishers, 1994.",,
zurcher2013earliest,Zürcher. “Earliest Chinese.”,Zürcher,A New Look at the Earliest Chinese Buddhist Texts,book section,"Zürcher, E. “A New Look at the Earliest Chinese Buddhist Texts.” In *Buddhism in China: Collected Papers of Erik Zürcher,* edited by Jonathan A. Silk, 419–45. Sinica Leidensia, vol. 112. Leiden: Brill, 2013.",zurcher2013earliest.pdf,26
silk2009riven,Silk. *Riven by Lust.*,Silk,Riven by Lust: Incest and Schism in Indian Buddhist Legend and Historiography,book,"Silk, Jonathan A. *Riven by Lust: Incest and Schism in Indian Buddhist Legend and Historiography.* Honolulu: University of Hawaii Press, 2009.",,
saito2003gathas,Saito. “Gathas.”,Saito,The Gathas in the Chinese Buddhist Canon: Rhymed Verses in the Longshi Pusa Benqi-Jing Translated by Zhu Fahua,article,"Saito, Takanobu. “The Gathas in the Chinese Buddhist Canon: Rhymed Verses in the Longshi Pusa Benqi-Jing Translated by Zhu Fahua.” 漢語仏典における偈の研究--竺法護訳『龍施菩薩本起経』の詩律をめぐって *Journal of Indian and Buddhist Studies* 52, no. 1 (2003): 215–19. https://doi.org/10.4259/ibk.52.215.",saito2003gathas.pdf,5
suzuki1995translation,Suzuki. “Translation Terminology”,Suzuki ,On the Translation Terminology Used by Dharmaraksa in the Old Translation Period Sutras,article,"Suzuki, Hiromi 鈴木裕美. “On the Translation Terminology Used by Dharmaraksa in the Old Translation Period Sutras (Koyaku kyōten ni okeru yakugo ni tsuite: Jiku Hōgo yakushutsu kyōten wo chūshin toshite) 古訳経典における訳語について-竺法護訳出経典を中心として.” *Journal of Indian and Buddhist Studies* 印度學佛教學研究 43, no. 2 (1995): 722–24. https://www.jstage.jst.go.jp/article/ibk1952/43/2/43_2_722/_article.",suzuki1995translation.pdf,3
tu2013analyzing,Tu. “Analyzing.”,Tu,Analyzing the Translation Style of Zhi Qian and Dharmarakṣa: Identifying the Translator of the Dunhuang Manuscript P.3006 Scripture,article,"Tu, Yanqiu 涂艷秋. “Clarifying the Translator of Dunhuang Manuscript P. 3006 through Analysis of Translation Style 從支謙與竺法護的譯經風格釐測敦煌寫卷 P. 3006 經文之譯者.” *Chinese Studies/Hanxue Yanjiu* 31, no. 1 (2013): 285–318.",tu2013analyzing.pdf,33
kawano1986dharmaraksa,Kawano. “Dharmaraksa.”,Kawano,On the Translations of Buddhist Sutras by Dharmaraksa,article,"Kawano, Satoshi. “On the Translations of Buddhist Sutras by Dharmaraksa 竺法護の訳経について.” Journal of Indian and Buddhist Studies 35, no. 1 (1986): 72–74. https://www.jstage.jst.go.jp/article/ibk1952/35/1/35_1_72/_article.",kawano1986dharmaraksa,3
onom1954ahayana,Ōno. *Mahayana Sutras*,Ōno,Study of Mahayana Sutras,book,"Ōno, Hōdō 大野法道. *Study of Mahayana Sutras (Daijō Kaikyō No Kenkyū)* 大乗戒経の研究. Tokyo: Risōsha, 1954.",,
kawano2006early,Kawano. *Early Chinese*,Kawano,A Study of Early Chinese Translations of Buddhist Scriptures: Focusing on Dharmarakṣa,book,"Kawano, Satoshi 河野訓. *A Study of Early Chinese Translations of Buddhist Scriptures: Focusing on Dharmarakṣa* (Shoki Kan’yaku Butten No Kenkyū: Jiku Hōgo o Chūshin to Shite) 初期漢訳仏典の研究 : 竺法護を中心として. Ise: Kōgakkan Daigaku Shuppanbu, 2006.",,
lamotte2003suramgamasamadhisutra,Lamotte. *Śūraṃgamasamādhisūtra.*,Lamotte,Śūraṃgamasamādhisūtra: The Concentration of Heroic Progress: An Early Mahāyāna Buddhist Scripture,book,"Lamotte, Étienne. *Śūraṃgamasamādhisūtra: The Concentration of Heroic Progress: An Early Mahāyāna Buddhist Scripture.* Translated by Sara Boin-Webb. Delhi: Motilal Banarsidass Publishers, 2003.",,
fang_lu2023Suspicious,Fang and Lu. “Suspicious Buddhist.”,Fang and Lu,A Review and Prospects of the Achievements in the Study of Suspicious Buddhist Scriptures from the Perspective of Language in the Past Decade,article,"Fang Yixin 方一新 and Lu Lu 卢鹭. “A Review and Prospects of the Achievements in the Study of Suspicious Buddhist Scriptures from the Perspective of Language in the Past Decade 近十余年从语言角度考辨可疑佛经成果的回顾与展望.” *Journal of Zhejiang University(Humanities and Social Sciences)* 浙江大学学报 (人文社会科学版) 53, no. 2 (2023): 5–28.",,
saito2001zhiqian,Saitō. “Zhi Qian.”,Saitō,A Study of the Gathas in the Classics Translated by Zhi Qian——The Chinese Translators of the Gathas in the Four Classics,paper,"Saitō, Takanobu. “A Study of the Gathas in the Classics Translated by Zhi Qian——The Chinese Translators of the Gathas in the Four Classics 支谦所译经典中偈颂的研究——四部经典中偈颂的汉译者.” Zhongguo Foxueyuan xuebao, 2001. http://www.zgfxy.cn/Item/969.aspx.",saito2001zhiqian.pdf,
iwamatsu1976nirvana,Iwamatsu. “Nirvana Sutra.”,Iwamatsu,Translator of the Nirvana Sutra,article,"Iwamatsu, Asao 岩松浅夫. “Translator of the Small Version of the Nirvana Sutra 涅槃経小本の翻訳者.” Journal of Indian and Buddhist Studies 印度學佛教學研究 25, no. 1 (1976): 244–47.",iwamatsu1976nirvana.pdf,4
goto2006ranslations,Gotō. “Translations.”,Gotō,The Translations and Terminology of Dharmarakṣa and Bao Yun,article,"Gotō, Gijō 後藤義乗. “The Translations and Terminology of Dharmarakṣa and Bao Yun 竺法護の訳語と宝雲・ブッダバドラの訳語.” *Shūkyō Kenkyū* 宗教研究 79, no. 4 (2006): 244–45.",goto2006ranslations.pdf,2
dean1994sukhavativyuha,De’an. “Sukhāvatīvyūha”,De'an,A Study on the Translator of the Sukhāvatīvyūha—Based on a Research on the Linguistics of Buddhist Sutras,dissertation,"De’an, 釋德安. “A Study on the Translator of the Sukhāvatīvyūha—Based on a Research on the Linguistics of Buddhist Sutras 《無量壽經》譯者考 -- 以佛經語言學為研究主軸.” Nanhua University, 1994.
",,
salguero2014medicine,Salguero. *Medicine.*,Salguero,Translating Buddhist Medicine in Medieval China. Encounters with Asia,book,"Salguero, C. Pierce. *Translating Buddhist Medicine in Medieval China. Encounters with Asia.* Philadelphia: University of Pennsylvania press, 2014.",,
lai1997meditation,Lai. “Meditation”,Lai,Central Asian Meditation Techniques,article,"Lai, Pengju 賴鵬舉. “Central Asian Meditation Techniques 中亞的禪法.” 圓光佛學學報= Yuan Kuang Journal of Buddhist Studies, no. 2 (1997): 63–78. https://buddhism.lib.ntu.edu.tw/FULLTEXT/JR-AN/an333512.pdf.",lai1997meditation.pdf,15
karashima2019deer,Karashima. “Deer Mother”,Karashima  ,The Authenticity of the Sūtra on the Deer Mother 『鹿母経』 真偽考,article,"Karashima, Unsei 辛嶋雲青. “The Authenticity of the Sūtra on the Deer Mother 『鹿母経』 真偽考.” *Journal of History, Culture and Society* 歴史文化社会論講座紀要 16 (2019): 1–27.",karashima2019deer.pdf,27
miyazaki2012ajatasatru,Miyazaki. *Ājātaśatrukaukṛtyavinodana.*,Miyazaki,A Study of the Ājātaśatrukaukṛtyavinodana: Focusing on the Compilation Process,book,"Miyazaki, Tenshō 宮崎展昌. *A Study of the Ājātaśatrukaukṛtyavinodana: Focusing on the Compilation Process* 阿闍世王経の研究―その編纂過程の解明を中心として―. Tokyo: Sankibo Press, 2012.",miyazaki2012ajatasatru.pdf,200
radich2019zhufonian,Radich. “Zhu Fonian.”,Radich,On the Ekottarikāgama T 125 as a Work of Zhu Fonian,article,"Radich, Michael. “On the Ekottarikāgama T 125 as a Work of Zhu Fonian.” *Journal of Chinese Buddhist Studies* = 中華佛學學報 30 (2017): 1–31.",radich2019zhufonian.pdf,32
hurvitz1967salvation,Hurvitz. “Salvation.”,Hurvitz,The Road to Buddhist Salvation as Described by Vasubhadra,article,"Hurvitz, Leon. “The Road to Buddhist Salvation as Described by Vasubhadra.” *Journal of the American Oriental Society* 87, no. 4 (1967): 434–86.",hurvitz1967salvation.pdf,52
lusthaus2009person,Lusthaus. “Person.”,Lusthaus,Pudgalavāda Doctrines of the Person,book section,"Lusthaus, Dan. “Pudgalavāda Doctrines of the Person.” In *Buddhist Philosophy: Essential Readings,* edited by William Edelglass and Jay L. Garfield, 275–85. Oxford New York: Oxford University Press, 2009.",lusthaus2009person.pdf,11
peyrot2016udanavarga,Peyrot. “Udānavarga.”,Peyrot,The Sanskrit Udānavarga and the Tocharian B Udānastotra: A Window on the Relationship Between Religious and Popular Language on the Northern Silk Road,article,"Peyrot, Michaël. “The Sanskrit Udānavarga and the Tocharian B Udānastotra: A Window on the Relationship Between Religious and Popular Language on the Northern Silk Road.” *Bulletin of the School of Oriental and African Studies* 79, no. 2 (2016): 305–27.",peyrot2016udanavarga.pdf,23
