CSZJJ,Taisho_No,verse_or_prose,syllables_per_line,vernacular_or_literary,literal_or_fluent,ornate_or_plain_language,terse_or_verbose,idioms_used,factual_or_spiritual,indigenous_chinese,interpolations,interlinear_commentary,oral_transmission,explicit_sentence_subject,plural_zhu,tense,abbreviations,do_not_use1,do_not_use2,notes,error
十誦律,T 1435 (16),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"This text, a section from the Daśabhāṇavāra-vinaya, translated by Puṇyatrāta, exemplifies an early, literal translation style from an Indic language (likely Sanskrit) into Chinese. The translation often preserves the structural repetitions and detailed enumerations characteristic of its Indic source, leading to a verbose rather than terse presentation. The language used is generally plain and functional, prioritizing clarity for monastic rules and narratives over ornate literary embellishment. The tone is predominantly factual and legalistic, focusing on the circumstances leading to the establishment of precepts and the precise definitions of offenses. The pervasive use of formulaic phrases, repetitive definitions, and exhaustive lists of scenarios strongly indicates that the source text was intended for oral transmission and memorization. Sentence subjects are often explicitly stated to ensure clarity, and the adverb 諸 (zhū) is consistently used to denote plural forms. Tense is typically inferred from context and the use of temporal adverbs (e.g., 爾時 'at that time') rather than through explicit grammatical markers. While overwhelmingly prose, there is a short, distinct section of verse.",
十誦律,T 1435 (17),mixed,4,literary,literal,plain,verbose,False,spiritual,False,True,False,True,implicit,True,unspecified,False,False,False,"The text is primarily prose but includes a short four-syllable verse. The language is a functional literary Chinese, characteristic of early Buddhist translations, and avoids ornate embellishment. The translation style is quite literal, preserving the repetitive and formulaic structures common in Indic Vinaya texts, which leads to a verbose rather than terse presentation. While the text is disciplinary, the underlying purpose and explanation of terms (e.g., 波逸提 as ""煮燒覆障, 若不悔過，能障礙道"") point to a spiritual tone. Explanatory glosses for transliterated terms are integrated into the text, which can be considered a form of interpolation. The frequent use of formulaic repetitions (e.g., ""佛以是事集比丘僧, 知而故問..."") is a strong indicator of oral transmission influence. Subjects are often left implicit when context allows, and the pluralizer 諸 (zhu) is used.",
十誦律,T 1435 (18),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) record, presenting narratives leading to the establishment of rules, followed by the rules themselves and their explanations. The translation style is notably literal, often reflecting the repetitive and formulaic structure of its Indic source. This leads to frequent verbatim repetitions of phrases and sentence structures, characteristic of 'translationese' in early Chinese Buddhist texts. While written in formal, literary Chinese, it prioritizes clarity and precise rendering of legalistic content over ornate or classical literary flourishes. The overall presentation, with detailed backstories for each rule, makes it verbose. The consistent use of formulaic phrases for narrative transitions and rule introductions strongly suggests features of oral transmission.",
十誦律,T 1435 (19),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) record, characterized by narrative accounts of incidents followed by the promulgation of rules and their detailed explanations. This structure leads to verbose and repetitive phrasing, typical of orally transmitted texts. The translation style, from an Indic language (likely Sanskrit), is quite literal, often reflecting the original syntax and formulaic expressions, which contributes to the verbose nature and frequent repetition of subjects (like '佛' or '諸比丘'). The language is plain and functional, focused on clarity for legalistic rules rather than ornate literary expression. Tense is indicated by temporal adverbs (e.g., '時', '爾時', '從今') rather than explicit verbal inflections. The use of '諸' (zhu) for pluralization is frequent. The content is prescriptive and disciplinary, making its tone factual. There are no apparent Chinese idioms or interpretations based on indigenous Chinese philosophical concepts. No interlinear commentary or external interpolations were identified.",
十誦律,T 1435 (20),prose,-1,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The source text, likely an Indic Vinaya, would have been characterized by narrative prose, formulaic repetitions, and structured enumerations, designed for oral transmission and memorization. The translation faithfully reflects these features, resulting in a literal, somewhat verbose, and plain Chinese text. It primarily deals with monastic rules and disciplinary procedures. The translation frequently uses explicit sentence subjects (e.g., '佛', '王', '六群比丘') and the plural marker '諸' (zhu) for clarity, a common feature in early literal translations from Indic languages. There is no evidence of indigenous Chinese philosophical interpretations, interlinear commentary, or significant abbreviations. The lack of fixed syllabic lines is due to the prose nature of the text.",
十誦律,T 1435 (21),mixed,5,literary,literal,plain,verbose,False,factual,False,True,False,True,explicit,True,unspecified,False,False,False,"The text is predominantly prose, focusing on monastic rules and their origins, but concludes with a short section of five-syllable verse, hence 'mixed'. The translation is notably literal, retaining many transliterations of Indic terms (e.g., 婆伽婆, 阿闍梨, 羯磨, 波利婆沙) and sometimes exhibiting syntax that directly mirrors the Indic source structure. The language is plain and functional, avoiding ornate expressions, and is verbose due to extensive repetition of formulaic phrases used to state events, Buddha's rebukes, and rule formulations. No traditional Chinese idioms are present. The tone is highly factual and prescriptive, characteristic of Vinaya texts, using terms like '定' (concentration) rather than '三昧' (samādhi). There is no apparent reinterpretation of Buddhist teachings through indigenous Chinese philosophical concepts. The final verse section appears to be a summary or eulogy, which is likely an interpolation by the translator or later redactor, as such verse summaries are common in Chinese Buddhist texts. Strong signs of oral transmission are evident through the frequent, repetitive phrasing, which would aid memorization and recitation. Subjects are generally explicit for clarity in the legalistic context of the Vinaya. The plural form '諸' (zhū) is extensively used (e.g., 諸比丘, 諸佛). Tense is primarily indicated by contextual adverbs like '爾時' (at that time) and '從今' (from now on) or left unspecified, relying on the narrative flow, which is typical of Chinese grammar.",
十誦律,T 1435 (22),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The translation style is characteristic of early Chinese Buddhist translations (often called 'translationese' or 'zhiyi' 直譯), prioritizing fidelity to the Indic source language over fluent or elegant Chinese prose. This is evident in the liberal use of transliterated Sanskrit terms (e.g., 布薩, 波羅提木叉, 僧伽梨, 阿練若, 拘盧舍, 突吉羅, 偷蘭遮), the highly repetitive and formulaic structure typical of Vinaya texts, and the explicit statement of sentence subjects even when context might allow for omission in fluent Chinese. The verbose nature is likely due to the legalistic precision required in Vinaya texts and the need to fully convey all nuances from the source. The frequent use of 諸 (zhū) for plurals is also characteristic of this translation style. Signs of oral transmission are strong due to the repetitive ritualistic language, suggesting the text was designed for recitation and memorization. The overall tone is factual and procedural, focusing on monastic rules and regulations.",
十誦律,T 1435 (23),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a Vinaya record detailing monastic procedures for svābhava (confession/invitation ritual). Its translation style is direct and emphasizes legalistic precision, often repeating full clauses for clarity and thoroughness, indicating a literal approach to the Indic source. The extensive use of formulaic and repetitive language points to its origins in oral tradition for monastic recitation.",
十誦律,T 1435 (24),prose,0,literary,literal,plain,verbose,False,factual,False,False,True,True,implicit,True,unspecified,False,False,False,"The text is written in a 'translation Chinese' style common in early Buddhist translations, characterized by direct, functional language, frequent repetition of phrases and exhaustive listing of conditions, reflecting the literal rendering of an Indic (likely Sanskrit) Vinaya source. This leads to a verbose style with signs of oral transmission. While often explicit in narrative sections, many rule statements employ implicit subjects. Explanatory parenthetical glosses for transliterated terms (e.g., '波羅紗提伽 (晉言《清淨經》)') function as interlinear commentary, providing clarification for foreign concepts without altering the primary text's content.",
十誦律,T 1435 (25),mixed,5,literary,literal,plain,verbose,False,factual,False,False,True,True,explicit,True,unspecified,False,False,False,"The text displays a mixed style of prose and occasional verse, with the verse sections predominantly featuring five syllables per line. The translation is rendered in a literary Chinese style that is largely plain and factual, characteristic of early Chinese Buddhist translations (especially Vinaya texts). It leans towards a literal translation approach, which results in verbose explanations and repetitive, formulaic phrasing, particularly evident in dialogues and the recounting of events. These repetitive structures also suggest a strong influence of oral transmission from the Indic source. Sentence subjects are frequently stated explicitly, contributing to clarity in the narrative. The adverb 諸 (zhū) is consistently used to denote plural forms. Tense is generally left unspecified, relying on contextual understanding. An example of interlinear commentary is present, translating an Indic term into Chinese.",
十誦律,T 1435 (26),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is primarily prose, characteristic of Vinaya literature, but incorporates two identical sets of verses (gathas) that are 5 syllables per line. The language style is a simplified literary Chinese, often referred to as 'Buddhist vernacular' or 'translationese.' It is not purely colloquial, but avoids the highly ornate or complex structures of classical literary Chinese, aiming for directness in conveying Indic concepts. The translation is notably literal, frequently mirroring Indic sentence structure and extensively repeating stock narrative phrases (e.g., '佛以是因緣集僧，集僧已，佛知故問'). This literalness and repetition contribute to a verbose style, contrasting with terse Chinese prose, but it is functional and plain rather than ornate. No indigenous Chinese idioms are observed, nor are Buddhist teachings reinterpreted through local philosophical concepts. The tone is predominantly factual and prescriptive, reflecting its nature as monastic discipline. There is no interlinear commentary, and no significant interpolations are evident beyond the verbose style. The repetitive narrative formulas are strong indicators of a text designed for oral transmission. Sentence subjects are frequently explicit, and the plural form '諸' (zhū) is consistently used. Tense is left unspecified, as is typical in Chinese grammar, relying on context and temporal markers.",
十誦律,T 1435 (27),mixed,5,literary,literal,plain,verbose,False,factual,False,True,False,True,explicit,True,unspecified,False,False,False,"The text, a Vinaya discourse, exhibits a 'mixed' style of prose and verse (gāthās). The language leans towards literary Chinese, though it displays characteristics of early 'translation Chinese' (翻譯體) with a tendency towards literal rendering from the Indic source, resulting in verbose explanations and frequent repetition of phrases and narrative structures, a hallmark of oral tradition and mnemonic aid. The subject matter is factual, focusing on monastic rules, and does not show significant interpretation through indigenous Chinese philosophical concepts. Sentence subjects are often explicitly stated. The plural marker 諸 (zhu) is used frequently. Tense is largely unspecified, relying on context.",
十誦律,T 1435 (28),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The source text, being a Vinaya text, is inherently prose, verbose, and factual, detailing monastic rules and procedures with repetitive structures for clarity and comprehensive coverage, often using a question-and-answer format. The translation largely reflects these characteristics. It is written in prose, not verse, hence 'syllables_per_line' is 0. The language is a form of early 'translationese' which, while formal and hence categorized as 'literary' for its written, structured nature, is relatively plain and functional rather than ornate. It often adheres closely to the Indic source's structure, leading to a more literal rather than fluent style in some places, occasionally resulting in somewhat repetitive or less natural phrasing (e.g., repeated '是為...得布施'). The text is verbose due to the detailed enumeration of rules, conditions, and procedures, which is typical for Vinaya. No idioms are apparent. The tone is consistently factual, dealing with the practicalities of monastic property, donations, and the care of the sick, rather than spiritual concepts. There is no evidence of Buddhist teachings being reinterpreted through indigenous Chinese philosophical concepts. No clear interpolations or interlinear commentaries are present. The highly structured and repetitive phrasing, including the frequent use of direct speech ('佛言', '問言', '答言'), suggests a style conducive to oral transmission and memorization. Abbreviations are not used. Sentence subjects are often explicitly stated, especially when introducing speakers or new actions. The adverb 諸 (zhū) is frequently used to indicate plurals (e.g., '諸比丘', '諸衣'). Tense is generally left unspecified, relying on context, which is common in classical Chinese.",
十誦律,T 1435 (29),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The source text, likely an Indic Vinaya text, appears to have been highly detailed, prescriptive, and verbose, characterized by extensive enumeration of conditions and repetitive phrasing. The Chinese translation largely mirrors these characteristics, adopting a literal style that closely follows the structure and repetition of the original. The language is literary but plain and functional, suitable for outlining monastic regulations. There is no evidence of indigenous Chinese philosophical reinterpretation or significant interpolations. The initial narrative framework suggests an origin in oral transmission. Tense is primarily contextual rather than explicitly grammatical.",
十誦律,T 1435 (30),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is clearly prose, not verse. The translation style is primarily literal, evident in the frequent repetition of phrases (e.g., legalistic enumerations, descriptions of monastic disputes) and direct calques of Indic grammatical structures (e.g., '何以故', '作是念'). The language is plain and functional, avoiding ornate expressions, suitable for a Vinaya text. It is verbose due to the extensive and exhaustive listing of scenarios and rules, which reflects the original Indic legalistic style and its oral transmission background. No distinct Chinese idioms are used. The content is factual and procedural, focusing on monastic discipline and administration, rather than spiritual discourse. Buddhist teachings are presented using established Buddhist terminology (e.g., 比丘, 羯磨, 波羅提木叉, 突吉羅) and do not appear to be reinterpreted through indigenous Chinese philosophical concepts. There is no interlinear commentary or clear evidence of interpolations by the translator. The repetitive and formulaic phrasing is a strong indicator of its origin in an oral transmission tradition. Abbreviations are not used; instead, lists are often exhaustively enumerated. Sentence subjects are frequently explicit, which is characteristic of Indic-influenced Chinese translation style, providing clarity, especially when new actors are introduced or in legalistic contexts. The adverb 諸 (zhu) is consistently used to indicate plural forms (e.g., 諸比丘, 諸賢者). Tense is largely unspecified, relying on contextual cues and temporal adverbs like '爾時' (at that time) and '從今' (from now on).",
十誦律,T 1435 (31),prose,0,literary,literal,plain,verbose,False,factual,False,True,False,True,explicit,True,unspecified,False,False,False,"The text is primarily prose, explaining why syllables_per_line is 0. The translation is notably literal and verbose, characterized by extensive repetition of phrases and clauses, particularly in the description of offenses and the formal procedures (羯磨). This highly formulaic and repetitive style strongly suggests influences from oral transmission methods. While generally relying on context for subjects, the legalistic nature of the text often makes sentence subjects explicit for clarity. The phrase ""(丹本云八法中苦切羯磨法第四之初)"" at the beginning of the section is an editorial interpolation, likely a later note comparing different manuscript versions.",
十誦律,T 1435 (32),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is Vinaya literature, focusing on monastic disciplinary procedures (karma-vācanā). Its style is highly repetitive and formulaic, reflecting the oral performance of such procedures in Indic monastic assemblies and a literal translation approach. This leads to verbosity and explicit subject usage. Terms are either transliterated (e.g., 僧伽婆尸沙, 摩那埵) or direct semantic translations. The 'syllables_per_line' is set to 0 as the text is in prose and lacks a fixed metrical structure; while shorter clauses often appear in 4-7 character groups, this is not a 'line' in a poetic sense.",
十誦律,T 1435 (33),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is entirely prose, characteristic of Vinaya texts detailing monastic rules and procedures. As a prose text, there is no fixed syllable count per line; the value 0 indicates this non-applicability in the sense of verse. Individual clauses and phrases, however, often maintain a functional, somewhat consistent character length, common in such legalistic texts. The language is classical Chinese, typical of early Buddhist translations, not modern vernacular. The translation appears quite literal, likely in an effort to maintain fidelity to the Indic source. This is evident in the repetitive phrasing and consistent rendering of technical terms, sometimes resulting in less fluent or more rigid Chinese constructions. The language is plain and functional, focusing on clarity and directness in outlining monastic rules, rather than employing literary flourishes or ornate expressions. While individual clauses are concise, the overall text is verbose due to extensive repetition and detailed enumeration of various conditions and scenarios for each rule, which contributes to verbosity. No traditional Chinese idioms or chengyu were observed; the language is technical and direct. The text is primarily factual and procedural, focusing on the practical application of monastic discipline, rules, and karmic acts, rather than spiritual doctrines or meditative states, although the similes used by Buddha (e.g., ocean) have a spiritual illustrative purpose. The translation uses standard Buddhist terminology and does not appear to interpret Buddhist concepts through indigenous Chinese philosophical frameworks. No obvious interpolations were detected; the extensive enumerations are typical of Vinaya texts for thoroughness. The text itself does not contain interlinear commentary; any bracketed notes are editorial additions from the digital edition. The highly formulaic language, repetition, and structured enumeration of rules strongly suggest an origin in oral transmission, designed to aid memorization and precise recitation. No abbreviations were identified within the translated text. Subjects are frequently explicitly stated, especially when introducing new actors or conditions, which helps maintain clarity in a legalistic text, though implicit subjects still occur. The character 諸 (zhū) is used multiple times to indicate plural, for example, 諸比丘 (all bhikṣus). Tense is not marked by verb morphology but is indicated by temporal adverbs such as ""爾時"" (at that time) for past events and ""從今"" (from now on) for future injunctions.",
十誦律,T 1435 (34),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The translation style is highly literal, resulting in significant repetition and verbosity, which directly reflects the Indic source style typical of Vinaya texts. The language is literary, using classical Chinese grammatical structures, but remains plain rather than ornate. There is strong evidence of oral transmission through formulaic language, frequent repetition of phrases (e.g., in rule-making, qualifications, and lists), and extensive use of direct dialogue and narrative structures to set the context for rules. The use of '諸' (zhu) to indicate plurals and the frequent reliance on implicit sentence subjects are characteristic features. Tense is largely unspecified, conveyed through context and temporal adverbs. The text includes both prose and verse sections.",
十誦律,T 1435 (35),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a Vinaya translation, presenting rules and procedures. The source text style, likely from an Indic language, appears to be highly legalistic, detailed, and repetitive, often utilizing a question-and-answer format. The translation style is prose, using functional literary Chinese that is plain rather than ornate. It is notably literal, evidenced by rigid repetitions of stock phrases (e.g., ""如法、如比尼、如佛教"") and frequent transliterations of technical terms like ""闥賴吒"" (drakṣa, referring to a single monk authorized to resolve disputes) and ""烏迴鳩羅"" (utkṣepaka, referring to a committee of two monks). This literal and exhaustive approach makes the translation verbose, particularly in its extensive enumerations of categories and procedural steps. No Chinese idioms or indigenous philosophical interpretations (Geyi) are evident, suggesting a focus on direct transmission of the Buddhist content. There is no interlinear commentary or abbreviations. The extensive formulaic repetitions and the question-and-answer structure are strong indicators of an original oral transmission being preserved in the written text. Sentence subjects are frequently explicit for clarity in a legalistic context, and the character 諸 (zhū) is consistently used to denote plurals. Tense is generally left unspecified grammatically, relying instead on context or temporal adverbs.",
十誦律,T 1435 (36),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a blend of prose narrative and short verse sections (gathas and jataka dialogues). The verse sections predominantly feature lines of either 4 or 5 syllables; 5 is chosen here as a common representative length. The language style is literary, reflecting a formal written tradition from the Later Qin dynasty, but is generally plain and functional rather than ornate, prioritizing the clear conveyance of meaning. The translation style is notably literal, evidenced by frequent repetitions of phrases and entire narrative blocks, which is characteristic of early translations from Indic languages (likely Sanskrit or Gāndhārī) and indicative of an origin in oral transmission. This literalness and repetition also contribute to the text being verbose rather than terse. While specific terms for meditation like '坐禪' (sitting meditation) might appear factual, the overall content, including narratives of supernatural powers, karmic consequences, and paths to spiritual liberation, firmly establishes a spiritual tone. There is no evidence of Buddhist teachings being interpreted through indigenous Chinese philosophical concepts. No interlinear commentary or abbreviations are present in the provided text. Sentence subjects are frequently explicit, especially when introducing new actors or clarifying speakers, even though classical Chinese often allows for subject omission. The adverb '諸' (zhū) is consistently used to indicate plural forms. Tense is primarily inferred from context and temporal adverbs, as is typical for Classical Chinese, rather than being explicitly marked.",
十誦律,T 1435 (37),prose,4,literary,literal,plain,terse,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"This text is a Vinaya text (rules of monastic discipline) and exhibits characteristics of early Chinese Buddhist translations from Indic languages, likely Sanskrit. The translation style is highly literal, aiming to directly convey the Indic original, which itself likely had repetitive and formulaic structures characteristic of oral transmission and Vinaya texts. The language is plain and functional. While individual rules are often stated tersely (e.g., '治者，突吉羅' - 4 characters), the overall discourse can be verbose through extensive repetition of formulaic phrases and detailed enumerations of scenarios, a common feature of texts designed for oral transmission and memorization. The use of explicit sentence subjects often aids clarity in the prescriptive and narrative sections, though classical Chinese allows for omission when context is clear. Tense is unspecified, relying on temporal adverbs and narrative flow. There is no evidence of indigenous Chinese philosophical interpretation, idioms, abbreviations, or interlinear commentary. The 'syllables_per_line' value is an approximation for common terse clauses within the prose text, not an indication of verse.",
十誦律,T 1435 (38),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,False,explicit,True,unspecified,False,False,False,"The text is primarily prose, detailing monastic rules and their origins, with one distinct gatha (verse) section. The verse section consistently adheres to a five-syllable per line structure. The language is a form of simplified literary Chinese, often referred to as 'translationese' (翻譯體), which prioritizes directness over high literary elegance. The translation style is highly literal, evident in the frequent repetition of full names (e.g., '菩伽王子', '薩若瞿妬路摩牢') instead of pronouns, the use of formulaic phrases like '作如是言', and the detailed recounting of events, leading to a verbose rather than terse style. The language is plain and functional, lacking ornate descriptions or complex rhetorical devices. No indigenous Chinese idioms are prominently used. As a Vinaya text, its tone is factual and prescriptive, focused on monastic regulations. There is no overt reinterpretation of Buddhist concepts through indigenous Chinese philosophical lenses, nor are there clear interpolations or interlinear commentaries in the presented text. While the Indic source tradition has strong oral roots, the Chinese translation itself does not exhibit specific stylistic markers of Chinese oral transmission. Abbreviations are not used, and sentence subjects are often explicitly stated, even when context might allow for omission. The plural marker 諸 (zhu) is frequently employed (e.g., 諸比丘, 諸龍). As is common in Classical Chinese, tense is left largely unspecified, conveyed through context and temporal indicators rather than grammatical conjugations.",
十誦律,T 1435 (39),prose,0,literary,literal,plain,terse,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"This text is a typical example of Vinaya literature, presenting monastic rules through a series of incidents and the Buddha's pronouncements. The formulaic structure (e.g., ""Buddha in X, then Y happened, then Buddha said Z"") strongly indicates an origin in oral transmission. The language is literary and plain, prioritizing clarity and functionality. It exhibits characteristics of a literal translation, adhering closely to the source language's structure. Subjects are often implicitly understood rather than explicitly stated, and the character 諸 (zhu) is frequently used to denote plural.",
十誦律,T 1435 (40),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic disciplinary) text, translated from an Indic language. Its style is characterized by a highly literal and direct approach, aiming for precise transmission of rules and narratives. This results in a functional, plain, and often verbose form of literary Chinese, eschewing ornate language or traditional Chinese idioms. The extensive use of repetitive narrative formulas ('佛在X國', '是事白佛，佛言') and numerous detailed lists of offenses or procedures are strong indicators of an influence from oral transmission traditions, serving as mnemonic devices for the monastic code. The tone is consistently factual, focusing on the practical aspects of monastic life and discipline, without incorporating indigenous Chinese philosophical interpretations. Sentence subjects are generally explicit or clearly discernible from context, and tense is typically unspecified, relying on narrative flow for temporal understanding. The plural marker 諸 (zhū) is frequently employed.",
十誦律,T 1435 (41),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is written in prose, detailing monastic rules and incidents. The 'syllables_per_line' field is not applicable to prose, so it is set to null. The translation style is quite literal, adhering closely to the narrative and legalistic formulas of the Indic source, characterized by repetitive phrasing like '佛在舍衛國' (Buddha in Śrāvastī) and '是事白佛。佛言：' (This matter was reported to the Buddha. The Buddha said:), which can appear verbose from a Chinese literary perspective. The language is plain and factual, without ornate elements or evident indigenous Chinese philosophical interpretations. The formulaic and repetitive structure is a strong indicator of the text's origin in oral transmission. Sentence subjects are generally explicit, and 諸 (zhū) is frequently used to indicate pluralization (e.g., '諸比丘' for 'monks'). Tense is indicated contextually by adverbs like '爾時' (at that time) but not by verb forms themselves, which is typical of Classical Chinese.",
十誦律,T 1435 (42),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,False,explicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) translation, characterized by its legalistic and prescriptive nature. The translation style is quite literal, often repeating full phrases from the source text, which can make it verbose. For example, the pattern of 'Buddha knew and asked, the bhikṣunī replied, Buddha admonished, then set the rule' is repeated verbatim multiple times. The language is plain and functional, focused on clarity for monastic rules rather than literary ornamentation. The frequent use of transliterated Sanskrit terms for offenses (波羅夷, 僧伽婆尸沙, 偷蘭遮, 突吉羅) and key concepts (三藏, 比丘尼) indicates a direct, literal approach. Subjects are generally explicit, particularly at the beginning of narrative or rule-setting clauses. The adverb 諸 (zhū) is consistently used for plurals, such as 諸比丘 and 諸比丘尼. Tense is left unspecified, as is common in classical Chinese, with context implying past for narratives and present/prescriptive for rules. There is no evidence of indigenous Chinese philosophical interpretation, interpolations by Chinese redactors beyond standard Vinaya explanations, interlinear commentary, or direct signs of oral transmission in the text itself.",
十誦律,T 1435 (43),prose,0,literary,literal,plain,verbose,False,factual,False,True,False,True,explicit,True,unspecified,False,False,False,"The text is written in a prose style characteristic of early Chinese Buddhist Vinaya translations, focusing on legalistic rules and narratives. The language is literary rather than vernacular, but aims for plainness and clarity in conveying the precepts, avoiding ornate expressions. The translation tends to be literal, often resulting in repetitive phrasing and a somewhat verbose style, likely reflecting the structure of the Indic source text and a desire for faithfulness. There are frequent narrative formulas (e.g., '佛在某國. 爾時...', '是中有比丘尼，少欲知足行頭陀，聞是事心不喜...', '佛以是事集二部僧，知而故問...') which strongly suggest an origin in an oral transmission tradition. The sentence subjects are often explicitly stated, and the pluralizer 諸 (zhū) is commonly used. Tense is unspecified and inferred from context. The inclusion of explanatory blocks for terms like '知者', '賊者', and '僧伽婆尸沙者' within the text, along with an editorial comment `(前注既云同故不出，此同比丘何獨重出？此但一夜，彼過十日耳。)` (at 0313b24), indicates interpolations. There is no evidence of indigenous Chinese philosophical interpretation, nor are Chinese idioms used. The tone is entirely factual, dealing with monastic discipline rather than spiritual experience.",
十誦律,T 1435 (44),prose,0,literary,fluent,plain,verbose,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a Vinaya record, primarily prose, detailing incidents that led to the establishment of monastic rules. Its language is an accessible form of literary Chinese, characteristic of fluent translations from Kumarajiva's school, prioritizing clarity and directness over overly ornate or archaic styles. While individual sentences are generally plain, the overall structure is verbose due to the highly repetitive and formulaic presentation of each disciplinary case (incident, complaint, Buddha's inquiry, scolding, rule establishment, and definition of offense). This repetitive structure is a strong indicator of its origin in an oral tradition. Tense is largely unspecified, relying on context and temporal markers rather than explicit grammatical indicators. The text uses the adverb 諸 (zhu) frequently to indicate plural forms. No indigenous Chinese philosophical interpretations, true interlinear commentary, or traditional Chinese idioms are observed; the focus remains on factual events and disciplinary codes within a Buddhist framework.",
十誦律,T 1435 (45),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is primarily prose but contains a short verse section. The translation style is quite literal, often reflecting the formulaic and repetitive structure of Indic Vinaya texts, which helps in transmitting monastic rules. This repetitive nature contributes to verbosity. Key Buddhist terms are often transliterated rather than fully translated, such as '波逸提' (pācittiya) and '羯磨' (karma). The language is plain and functional, focusing on clarity for the prescriptive rules. The frequent use of '諸' (zhū) indicates plural forms. The highly formulaic structure, particularly in the narratives leading to the establishment of precepts (problem, Buddha's inquiry, confession, reprimand, rule-setting), is a strong indicator of an oral transmission tradition. Tense is generally unspecified, as is common in classical Chinese. The subject of sentences, while sometimes omitted, is frequently stated or clearly implied, making it lean towards explicit for clarity in a legal text.",
十誦律,T 1435 (46),mixed,5,literary,literal,plain,verbose,False,factual,False,True,False,True,explicit,True,unspecified,False,False,False,"The text is a Chinese translation of a Vinaya (monastic discipline) text from an Indic language. The translation style is characteristic of early Chinese Buddhist translations, particularly those focused on legalistic material. It features a mixture of prose for narrative and rule-setting, and a verse section with 5 syllables per line. The language is literary and formal, employing classical Chinese with many direct transliterations of Sanskrit terms (e.g., 波夜提 for prayaścitta, which means 'prayaścitta means burning, obstructing...'). The translation is notably literal, often sacrificing fluent Chinese for precision and adherence to the source structure, leading to repetitive formulas and verbose descriptions, particularly in the establishment of rules and procedures. This verbosity and the use of set phrases in the translation strongly reflect the characteristics of a source text originating from an oral tradition where such repetition aided memorization. The tone is primarily factual and prescriptive, focused on monastic conduct and regulations rather than abstract spiritual concepts, though the ultimate goal is spiritual liberation. There's minimal evidence of interpretation through indigenous Chinese philosophical concepts. The recurring explanatory phrase '波夜提者，燒煮覆障，若不悔過，能障礙道' (which clarifies the meaning of 'prayaścitta') can be considered an interpolation added by the translators to aid Chinese comprehension. Sentence subjects are frequently explicit for clarity in the legal context, and the plural marker 諸 (zhu) is widely used. Tense is generally unspecified, as is common in classical Chinese.",
