CSZJJ,Taisho No.,terminology,error,notes
放光經,T 221 (3),"放光般若經,三藏,摩訶般若波羅蜜,空行品,須菩提,菩薩摩訶薩,般若波羅蜜,漚惒拘舍羅,五陰,行相,無常,苦,我所,寂靜,三十七品,佛十八法,舍利弗,色,生老病死苦,眼耳鼻舌身意,六情,十八性,聲聞,辟支佛,地證,阿耨多羅三耶三菩,痛,想,行,識,空,無相,無願,六波羅蜜,三昧,無所生,首楞嚴,寶印三昧,師子遊步三昧,月三昧,作月幢三昧,諸法印三昧,照頂三昧,真法性三昧,必造幢三昧,金剛三昧,諸法所入印三昧,三昧王所入三昧,王印三昧,力進三昧,寶器三昧,必入辯才三昧,過去佛,授決,貢高,空寂行者,吾我,眾生,十二衰,本淨,十二因緣,苦習盡道,欲性,形性,無形性,須陀洹,斯陀含,阿那含,阿羅漢,薩云若,癡,愛,兩際,名色,六入,欲界,形界,無形界,阿惟越致,婬怒癡,諸見,幻人,布施,持戒,精進,忍辱,一心,智慧,夢,響,影,熱時炎,化,新發大乘意菩薩,善知識,檀波羅蜜,戒,羼提波羅蜜,惟逮波羅蜜,禪波羅蜜,惡知識,魔,魔波旬,和上,泥犁,薜荔,比丘,句義,法性,真際,怛薩阿竭,阿羅訶,三耶三佛,有為,無為,不生不滅,人,壽命,解脫,解脫慧,忉利,阿迦膩吒天,一相,善法,惡法,記法,未記法,俗法,道法,有漏法,無漏法,四禪,四等,四無形禪,十善,孝順父母,沙門,腐敗想,青瘀想,血想,食不消想,亂想,骨想,半燋想,佛想,法想,比丘僧想,戒想,施想,天想,精勤想,安般想,身想,死想,殺,盜,婬,惡口,妄言,綺語,嫉妬,邪見,四大,三解脫門,三根,三三昧,解脫攝意,八解脫門,九次第禪,十八空,佛十力,四無所畏,染,泥洹,無餘泥洹,善本,妙意,護念,法樂,虛空際,五眼,妄見,吾我見,有人見,眾生見,斷見,常見,有見無見,五陰見,十八性見,十二衰見,有諦見,十二因緣見,三十七品見,佛十八法見,育養眾生見,淨佛土見,道見,佛見,轉法輪見,凡人,增減,有無,邠耨文陀尼子,功德,大乘,僧那僧涅,尸波羅蜜,謙苦行,大誓願,慈悲喜護,諸漏,發趣大乘,摩訶衍,八禪,非我,神通,佛國,供養,禮拜,佛剎,二地,一切智,龍,閱叉,阿須倫,恒邊沙,佛身,三千大千剎土,遮迦越王,彼此岸",,
放光經,T 221 (4),"放光般若經,三藏,摩訶般若波羅蜜,摩訶衍,佛,菩薩摩訶薩,大誓,六波羅蜜,檀,尸,羼,惟逮,禪,般若波羅蜜,布施,薩云若,阿耨多羅三耶三菩,持戒,十善,不[打-丁+此]戒,忍地,忍辱,五波羅蜜,漚惒拘舍羅,諸法,法之性,內空,外空,有無空,內法,眼耳鼻舌身意,垢,外法,色聲香味細滑法,內外空,六衰,十八性,空空,大空,泥洹,最空,有為空,三界,無為空,不生不滅,至竟空,不可得原空,無作空,性空,羅漢,辟支佛,五陰,有為法,無為法,自相空,無所得空,無空,有空,五陰性,法性,法寂如,真際,三昧,首楞嚴三昧,寶印三昧,師子遊戲三昧,月三昧,月幢三昧,在諸法上三昧,照頂三昧,法性畢三昧,必造幢三昧,金剛三昧,法所入印三昧,安住三昧,放光明三昧,勢進三昧,等步三昧,入辯才教授三昧,過量音聲三昧,照處處三昧,總持印三昧,不忘三昧,一切法所聚海三昧,虛空普三昧,金剛部三昧,寶勝三昧,熾炎三昧,無願三昧,審住三昧,選擇三昧,無垢燈三昧,無限光三昧,作光明三昧,普照明三昧,淨要三昧,無垢光三昧,造樂三昧,電明三昧,無盡三昧,上威三昧,畢盡三昧,不動三昧,不別三昧,日燈三昧,月無垢三昧,淨光明三昧,四無礙慧,作明三昧,造作三昧,諸慧三昧,住意三昧,現明三昧,安立三昧,寶積三昧,法印三昧,等三昧,棄樂三昧,過法定三昧,散結三昧,解諸法句三昧,等文字三昧,畢字三昧,斷因緣三昧,無態三昧,無行三昧,無窟行三昧,畢陰三昧,主行三昧,不起三昧,度境界三昧,聚諸善三昧,止選三昧,清淨華三昧,主覺三昧,無限辯三昧,無等等三昧,度諸法三昧,決斷三昧,散諸狐疑三昧,無住三昧,一行三昧,眾生所入三昧,一事三昧,厭該眾事三昧,散諸生死勞怨三昧,眾行音所入三昧,脫諸音響字三昧,然炬三昧,淨相三昧,無准三昧,具足眾事三昧,不願苦樂三昧,事不減三昧,持迹三昧,邪正聚三昧,滅恚諍三昧,無恚三昧,主要三昧,明月滿無垢炎三昧,大莊飾三昧,與世間作光明三昧,三昧等,無忿三昧,無倚無窟無樂三昧,最如三昧,身骸三昧,斷口行與空合三昧,虛空本脫無色三昧,陀隣尼,四意止,苦惱,地水火風,不淨,癡愛痛苦,惡意法,精進,善事法,四神足,樂定,精進定,持意定,智之定,五根,信根,精進根,志根,定根,智慧根,五力,信力,精進力,志力,定力,智慧力,七覺意,志覺意,法覺意,精進覺意,悅喜覺意,信覺意,定覺意,適無以著覺意,賢聖八品道,正見,正念,正言,正行,正業,正習,正志,正定,苦慧,習慧,盡慧,道慧,消慧,無所起慧,法慧,明慧,各各知他人所念慧,真慧,貪婬瞋恚愚癡,無常,三根,白衣,須陀洹,斯陀含,阿那含,第一有覺有觀,第二無覺有觀,第三無覺無觀,第一禪,二禪,無思想無思想慧禪,十念,佛念,法念,僧念,戒念,施念,天念,滅念,安般念,身苦念,死亡念,四禪,四等,四無形禪,八惟無禪,九次第禪,佛十種力,四無所畏,沙門,婆羅門,魔,天,梵,梵輪,漏,師子吼,陀隣尼目佉,字門,阿,羅,波,遮,那,陀,茶,沙,和,多,夜,吒,加,娑,摩,伽,他,闍,濕波,大,赦,佉,叉,侈,若,伊陀,繁,車,叵,蹉,峨,咃,破,歌,嵯,嗟,嗏,功德,四諦,十二緣起,善知識,天耳徹聽,自識宿命,能消諸漏,三乘,摩訶僧那僧涅,三拔致,地,淨於三垢,慈,法施,佛國土,善本,慚愧,宴坐,少欲,知足,沙門十二法行,慾污穢,懈慢,家業,比丘尼,嫉妬,忿諍,鬪訟,吾我,眾生,壽,命,斷,常,念想,種想,佛見,法見,僧見,道,覺空無相,不願慧,淨身口意,慈哀,神通,幻三昧,天龍閱叉犍陀羅,胞胎成就,居家成就,父母成就,種姓成就,宗親成就,得生成就,出家成就,莊嚴佛樹成就,諸善功德成就,如來,大悲,阿僧祇劫,深法忍,二識,袈裟,十惡,怡戾,顛倒,平等道,悔,本際,知見,虛空,佛眼,六根,遮迦越羅地,三乘之願,七寶,剎利,婆羅門,習緒盡,三十七品,滅淨地,種性地,八地,見地,薄地,滅婬怒癡地,已作地,辟支佛地,菩薩地,佛地,十住之地,不可思議性,安隱之性,滅盡,滅盡之體,色空,痛想行識空,十二因緣空,夢幻炎響光影,如來之所作化,等正覺,須陀洹果,斯陀含果,阿那含果,阿羅漢果,辟支佛果,佛果,名相,過去當來今現在,五眼",,
放光經,T 221 (5),"般若經, 三藏, 摩訶般若波羅蜜, 須菩提, 佛, 世尊, 摩訶衍, 天, 阿須倫, 空, 菩薩摩訶薩, 六波羅蜜, 陀羅尼門, 三昧門, 首楞嚴三昧, 虛空際解脫無所著三昧, 內外空, 無有空, 三十七品, 佛十八法, 欲界, 色界, 無色界, 龍, 鬼神, 痛想行識, 眼耳鼻舌身意, 色聲香味細滑法, 十二因緣, 法性, 如, 真際, 不可思議, 劫, 八輩地法, 須陀洹法, 斯陀含法, 阿那含法, 阿羅漢法, 辟支佛法, 阿惟三佛法, 佛法, 種性, 初發意, 佛坐, 金剛慧, 諸習緒, 薩云若, 如來, 無所著, 等正覺, 三十二大士之相, 恒邊沙國土, 法輪, 沙門, 婆羅門, 諸魔, 諸梵, 無餘泥洹界, 般泥洹, 泥洹, 泥洹性, 三界, 十住意, 須陀洹道, 斯陀含道, 阿那含道, 阿羅漢道, 辟支佛地, 阿惟三佛地, 弟子地, 形色, 有常無常, 苦樂, 我非我, 非空亦不非空, 相, 願, 寂, 滅淨, 行, 阿僧祇, 無量, 無限, 吾我緒, 知見緒, 五陰, 六情, 十二衰, 十八性, 善法, 漏法, 有為法, 無為法, 苦習盡道法, 律, 五趣, 三垢, 五應滅, 上五所得, 無所從生法忍, 無上正真道意, 邠耨文陀尼子, 三乘, 聲聞, 四意止, 四意斷, 四神足, 五根, 五力, 七覺意, 賢聖八品道, 三脫門, 四無礙慧, 大慈大悲, 十種力, 四無所畏, 檀波羅蜜, 禪波羅蜜, 無相, 無願, 無生, 不二, 三礙意, 阿耨多羅三耶三菩, 三千大千剎土, 六反震動, 那術億",,
放光經,T 221 (6),"阿那含,阿難,阿耨多羅三耶三菩,阿耨多羅三耶三菩意,阿僧祇,阿須倫,阿惟越致,阿羅漢,愛習,八十種好,八輩事,八惟無禪,般若波羅蜜,般泥洹,辟支佛,辟支佛乘,比丘,比丘尼,比丘僧,波羅尼蜜天,菩薩,菩薩初地,菩薩心,剎利長者種,長夜,禪波羅蜜,癡,瞋恚,初發意,幢幡,麤言,大慈大悲,大迦葉,大目揵連,大乘,檀波羅蜜,道法御,道撿,道等,第十地,兜術天,等正覺,提和竭佛,陀隣尼門,惡口,惡智,緣起,梵天,法眼,法輪,非人,非身,佛,佛十八法,佛十種力,佛事,佛眼,佛威神,覆面舌相,貢高,功德,幻師,恒邊沙劫,行,慧眼,嫉妒,寂淨,具足見諦阿羅漢,具足善本,根,羼波羅蜜,拘翼,苦,空,亂意,樂想,力,六情,六性,六波羅蜜,魔,魔天子,摩訶迦旃延,摩訶拘絺羅,摩訶薩,摩訶般若波羅蜜,妄語,文陀尼子,無常,無垢見,無明,無所著,無所生,無所滅,無所倚,無上士,無相,無有見,無願,無餘泥洹,五陰,五通,五眼,吾我,吾我貢高,菩薩初地,婆羅門大姓種,內外空,人見,肉眼,如來,薩云若,薩云若慧,三寶,三藏,三十二大士之相,三千大千剎土,三毒,三昧,三昧門,三乘,三三昧,色,舍利弗,聲聞,聲聞乘,生死界,神通,尸波羅蜜,識,施為將導,首陀會天,須陀洹,須炎天子,四等心,四空定,四無礙慧,四無所畏,四神足,四天王,四禪,四輩弟子,斯陀含,貪,痛,天眼,天人師,天子,提惒竭佛,十住道地,十善,十二因緣,三十七品,惟逮波羅蜜,惟于頗羅天,無黠,香華,邪見,炎天,閱叉,優婆夷,優婆塞,有無空,雨法雨,正見,眾生,眾生見,眾邪見,著,智慧",,
放光經,T 221 (7),"摩訶,般若波羅蜜,佛,釋提桓因,六波羅蜜,婬怒癡,邪見,薩云若,五陰,阿耨多羅三耶三佛,如來,無所著,等正覺,阿惟三佛,三千大千國土,阿僧祇,四天王,阿迦膩吒諸天,道場,佛道,眾生,三乘,度脫,世尊,般泥洹,舍利,供養,相好,薩云若慧,塔,內外空,有無空,三十七品,佛十八法,三昧門,陀隣尼門,教化眾生,淨佛國土,菩薩摩訶薩,大慈大悲,剎利種,婆羅門種,須陀洹,羅漢,辟支佛,佛三耶三佛,閻浮提,法,比丘僧,三尊,三脫門,八惟無,九次第禪,六通,四等,四空定,四無礙慧,三疑,斯陀含,三垢,阿那含,五疑,佛眼,十方,阿惟越致地,漚惒拘舍羅,所有空,無所有空,佛法,菩薩道,聲聞,七寶,四天下,小千國土,中千國土,剎土,劫,泥洹,善法,五戒,十善,四禪,四諦,佛十種力,四無所畏,彼岸,五波羅蜜,如來五眼,佛乘,無上佛慧,轉法輪,仁者,惡法,功德,天眾,阿須倫,忉利天,無餘泥洹,總持,法性,真際,如,取證,度世之德,威神,三惡趣,諸根,三十二大士之相,神通,異道士,舍利弗,沙門,龍神,鬼神,魔波旬,四輩弟子,欲天子,色天子,受菩薩記,釋種,魔天,善本,善知識,賢者,阿難,檀波羅蜜,戒,忍,精進,一心,智慧,空,梵志,解脫性,見解脫慧性,諸天,無漏,有漏,俗,道,遮迦越羅,閱叉,揵沓惒,迦樓羅,真陀羅,摩睺勒,法施,宿命,光明,八十種好,佛樹,比丘,衣鉢,全身舍利,無礙,一相,無相,無為法,有為法,凡夫法,不可思議,無行,無得,十二部經,三事教,泥洹之法,摩尼寶,無生無滅,第六天上,苦,金剛三昧,賢聖智,三界,大度,六情,六衰,緣起,芥子,俗數,最要",,
放光經,T 221 (8),"三藏,摩訶般若波羅蜜,佛,釋提桓因,閻浮提,十善,拘翼,世尊,般若波羅蜜,無漏之法,羅漢,辟支佛,菩薩道,阿惟三佛,三十七品,空,三脫門,四諦,內外空,有無空,佛十種力,須陀洹道,三惡趣,須陀洹,斯陀含,阿那含,阿羅漢,阿耨多羅三耶三菩意,佛種,四天王,無思想無思想慧天,薩云若,三耶三佛,四天下,小千天下,中千天下,三千大千國土,恒邊沙國土,四禪,四等,四空定,五神通,十方,不二,五波羅蜜,方便,無相,不生不滅,真際,如來,阿僧祇劫,檀波羅蜜,菩薩,布施,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,六波羅蜜,菩薩摩訶薩,阿耨多羅三耶三菩,色,五陰,十二衰,十八性,無常,苦,十八法,菩薩地,十住,無所從生法忍,佛國,法,初發意菩薩,阿惟越致,阿惟越致地,四無所畏,四無礙慧,須菩提,法施,弟子眾,聲聞,辟支佛乘,彌勒菩薩摩訶薩,持戒,自調,自淨,自度,佛剎土,般泥洹佛,法滅盡,緣覺,無漏之戒,淨戒,三昧,智慧,解脫,見解脫慧,大慈大悲,無上,顛倒想,無我,虛空,六情,善知識,身空,空相法,長老,佛法,魔事,菩薩宗,無所著,等正覺,首陀會諸天,諸天,阿須倫,真陀羅,摩睺勒,凡夫,寂,泥洹,漚惒拘舍羅,有餘泥洹,無餘泥洹,戒品,三昧品,智慧品,解脫品,解脫見慧品,薩云若慧,無所亡法,常等行,迦留羅,三界,欲界,色界,無色界,不思議性,法性,正真,恒邊沙劫,叉手禮佛足,不二入,忉利諸天,梵迦夷天,阿迦膩吒天,賢聖,脫,無縛無脫之法,清淨,舍利",,
放光經,T 221 (9),"般若經,三藏,摩訶般若波羅蜜,舍利弗,佛,世尊,般若波羅蜜,三界,三十七品,眾生,邪徑,正導,薩云若,菩薩,佛法,生死,空,珍寶施,三轉十二事,轉法輪,諸佛,辟支佛,阿羅漢,須陀洹,十善,四禪,四等,四空定,五通,內外空,有無空,佛十種力,十八法,釋提桓因,尊者,拘翼,菩薩摩訶薩,漚惒拘舍羅,善本,法欲盡,五波羅蜜,至道,度,五陰,善法,惡法,道法,俗法,有漏無漏法,有為無為法,須菩提,色,痛想行識,六情,色聲香味細滑法,十八性,十二因緣,阿耨多羅三耶三菩,六波羅蜜,阿惟三佛,泥犁,如來,無所著,等正覺,阿僧祇劫,二入,佛國,聲聞,淨佛國土,善男子,善女人,菩薩道,身口意,劫,畜生,薜荔,弟子,邊地,五無間罪,律,謗法,壞法,眾僧,沙門,正見,魔,惡知識,瞋恚,性,縛,解,吾我,婬怒癡,癡,行,識,名色,六入,栽,覺,愛,受,有,生,死,泥洹,有常無常,苦樂,我無我,眼耳鼻舌身意,須陀洹道,斯陀含道,阿那含道,阿羅漢道,辟支佛道,三耶三佛道,四無所畏,僧那僧涅,三千大千剎土,十方,恒邊沙,比丘,戒,三昧,智慧,解脫,見解脫慧,三寶,人非人,幻,化,法性,真際,威神,四天王,首陀會天,梵天王,釋迦牟尼佛,彌勒菩薩摩訶薩,賢劫,布施,功德,無礙慧,檀波羅蜜,法性寂,諸天,法師,六齋,三惡趣,人天道,三十三天,剎利,梵志,長者,漏不漏,欲界,形界,無形界,凡人,法身,憂鉢羅華,拘勿投華,分陀利華,閻浮提,無所從生法忍,無相,無願,尊祐,福田",,
放光經,T 221 (10),"放光般若經,三藏,般若波羅蜜,諸法,空,五陰,生死,戲,貢高,法性,婬,恚,癡,垢,狐疑,眾生,兩際,聲聞,辟支佛,內空,外空,內外空,空空,大空,至竟空,有為空,常空,無有際空,所作事空,性空,諸法空,自相空,有無空空,四意止,身痛意法,四意斷,神通,四神足,五根,五力,七覺意,八字,無願,無相,脫,八惟無,定,九次第禪,檀,戒,羼,忍,惟逮,精進,禪,慧,十力,通事慧,一切慧無礙,佛法,如來,阿惟三佛,真知識,釋提桓因,功德,善男子,善女人,菩薩,阿惟越致,六波羅蜜,薩云若,拘翼,道慧,習緒,法輪,須陀洹,斯陀含,阿那含,阿羅漢,三耶三菩佛道,比丘僧,眼耳鼻舌身意,色聲香味細滑法,十二衰,佛十八法,菩薩摩訶薩,受記莂,阿耨多羅三耶三菩,四事,施與,仁愛,利人,同義,十善,四禪,四空定,陀隣尼門,辯才,身相,童真地,淨潔行地,不可思議,四無礙慧,四等,五神通,三十七品,天魔波旬,比丘,比丘尼,優婆塞,優婆夷,三乘,菩薩乘,漚惒拘舍羅",,
放光經,T 221 (11),"三藏,摩訶般若波羅蜜,般若波羅蜜,佛,法師,魔事,供養,守戒,精進,禪定,阿練,十二法,法,律,施與,六波羅蜜,六度,漚惒拘舍羅,陀隣尼,五陰,蓋,五蔽,三惡趣,阿耨多羅三耶三菩,欲天,色天,無色天,四王天,無有思想無有思想慧天,三界,無常,苦,空,無我,羅漢,辟支佛,菩薩,魔波旬,沙門,比丘,受記莂,真際,須陀洹,世尊,內空,外空,有無空,三十七品,三脫門,如來,薩云若,比丘眾,摩訶薩,功德,善本,真知識,無所著,等正覺,十力,佛十八法,阿惟越致菩薩,佛眼,五波羅蜜,須陀含,阿那含,阿羅漢,三耶三佛道,阿耨多羅三耶三菩阿惟三佛,佛十力,六情,欲界,形界,無形界,婬怒癡,五眼,五陰窟,如,十八空,八惟無禪,九次第禪,四無礙慧,四等心,四無所畏,大慈大悲,薩云若慧,善法,惡法,道法,俗法,有漏,無漏,有為,無為,三千大千剎土,龍,鬼神,無礙之慧,色,覺,想,行,識,檀波羅蜜,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,四禪,四空定,苦相,無願脫門,寂相,淨相,無相,無作法,無諍法,佛地,五通,二地,羅漢、辟支佛道地,菩薩道,淨佛國土,聲聞,三乘,阿惟三佛,兜術天上,六通,彼岸,此岸,吾我,佛事,自然",,
放光經,T 221 (12),"HTTP error occurred: 500 Server Error: Internal Server Error for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=AIzaSyAtsMSj9zZu2zmMWvGRvIyQcx1O58WL-ss - Response: {
  ""error"": {
    ""code"": 500,
    ""message"": ""An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting"",
    ""status"": ""INTERNAL""
  }
}
",,
放光經,T 221 (13),"三藏,摩訶般若波羅蜜,須菩提,佛,世尊,菩薩,摩訶薩,般若波羅蜜,空三昧,無相三昧,無願三昧,三十七品,五陰,欲界,色界,無色界,法,證,空法,空,漏盡,波羅蜜,十種力,四等,大慈大悲,薩云若,須陀洹,羅漢,辟支佛,道,三三昧,根,力,覺意法,聲聞,六度,地,四無所畏,十八法,漚惒拘舍羅,功德,阿耨多羅三耶三菩,阿惟三佛,真際,如,法性,本空,自空,三脫,眾生,度脫,三脫門,內空,外空,有無空,我想,人想,壽命想,見知想,說法,四禪,四空定,四無礙慧,善法,四顛倒,常想,淨想,樂想,無常,不淨,無樂,無我,佛三昧,倚著,六衰,三界,斯陀含,阿那含,滅,無所作,無所生,無所有,記莂,阿惟越致,阿惟越致地,佛道,慧地,如夢,如響,如幻,如熱時焰,如化,四輩,聞法,如來,三十二相,八十種好,變化神通,比丘僧,佛土,佛事,精進,泥犁,薜荔,禽獸,三惡趣,發願,魔,大智,三惡之業,波旬,劫,三乘,僧那,檀波羅蜜,法輪,佛種,甘露法門,無為法,生死,邊地,栴陀羅,十惡,長壽天,禪計,清淨,凡夫,遮迦越羅,嫉意,犯戒,恚意,亂意,懈怠意,愚癡意,三毒,疑意,無生法,六十二見,三千大千剎土,閻浮提,福德,天,阿須倫,三乘慧",,
放光經,T 221 (14),"放光般若經,三藏,摩訶般若波羅蜜,須菩提,世尊,菩薩摩訶薩,般若波羅蜜,空三昧,無相三昧,無願三昧,三十七品,五陰,欲界,色界,無色界,法,證,空法,漏盡之證,五波羅蜜,三三昧,十種力,四等,大慈大悲,薩云若,須陀洹,羅漢,辟支佛,根,力,覺意法,聲聞證,四等意慈悲喜護,六度,漏盡,薩云若之大徑路,羅漢、辟支佛地,佛十種力,四無所畏,十八法,薩云然慧,漚惒拘舍羅,功德,阿耨多羅三耶三菩,阿惟三佛,真際,如,法性,本空,自空,三脫,三脫門,我想,人想,壽命想,見知想,四禪,四空定,四無礙慧,顛倒,常想,淨想,樂想,無常,不淨,無樂,無我,佛三昧,六衰,受記莂,阿惟越致,阿惟越致菩薩,阿惟越致地,三界,佛土,比丘僧,變化神通,泥犁,薜荔,禽獸,三惡趣,等正覺,魔波旬,貢高,二地,魔羅網,沙門十二法,比丘,四事禁,五逆,真知識,諸佛世尊,弟子眾,檀波羅蜜,道,大明,大炬,大智光明,護,歸,習緒,佛種,甘露法門,無為法,凡夫,無所從生法忍,摩訶衍慧,釋提桓因,拘翼,五通,阿須倫,道場,四天王,鉢,須焰天子,兜率天子,尼摩羅天,波羅尼蜜天,首陀會諸天,魔,三千大千國土,狐疑,懈怠,邪見,勞垢,顛倒行,貪著,惡趣,聲聞道家,怨恚,僧那,三乘,五陰自空,道道亦自空,如亦不盡,諸學表,尊業,如來,法輪轉,生死之根,邊地,栴陀羅,長壽天,嫉意,犯戒意,恚意,亂意,懈怠意,愚癡意,三毒意,疑意,五陰意,道意,總持諸波羅蜜,六十二見,摩尼寶,法性常住,佛境界,佛師子音響,大蠡音,三乘慧",,
放光經,T 221 (15),"般若經,三藏,摩訶般若波羅蜜,菩薩,六波羅蜜,佛十八法,眾生,阿耨多羅三耶三菩,薩云然,世尊,法願,無漏法願,羅漢,辟支佛,大乘,羅漢、辟支佛地,羅漢、辟支佛乘,三界,泥洹,初發意菩薩,阿惟越致菩薩,一生補處菩薩,三千大千剎土,阿僧祇,佛剎,魔,佛國,十住阿惟顏菩薩,阿惟三佛,幻,法,有為,無為,常寂,道,般若波羅蜜,逮覺,般若,苦行,中道取證,無所得行,虛空,無分別,二道,如來,無所著,等正覺,五陰,六入,四禪,四等,四空定,三十七品,三脫門,佛十種力,四無所畏,四無礙慧,無念,五趣,須陀洹,斯陀含,阿那含,法性,真際,菩薩摩訶薩,五波羅蜜,薩云若,恒邊沙,魔波旬,觀諸法皆空,不捨眾生,佛道,空、無相、無願,比丘僧眾,妙樂佛國,梵行,正士,受記莂,菩薩地,無所從生,淨,陀羅尼,總持,轉法輪,般泥洹,阿須倫,揵沓和,甄陀羅,摩睺勒,神足變化,阿閦如來,諸漏已盡,得自在,意已得脫,已出解慧,悉捨重擔,眾事已辦,大龍,所應已逮,習緒已訖,得等解脫,已度諸願,空不可捉,不可思議,無所入,辯,俞旬,羅漢行,彈指頃,增益功德,四輩弟子,甘露地,十惡,邪見,十善,三乘意,法御,師子奮迅三昧,滿法闍三昧,內空,外空,內外空,空空,大空,第一最空,有為空,無為空,至竟無底空,行性空,十四空,貪嫉,分別若干念,順忍,生死,十二緣起,癡際,漚惒拘舍羅,色如聚沫,痛如泡,想如野馬,所作行如芭蕉,識如幻,五陰作無堅固不要想,解脫禪,八惟無禪,九次第禪,廣長舌相,善知識,法施,財施,持戒,忍辱,禪定,智慧,六度之法,淨佛國土",,
放光經,T 221 (16),"般若經,三藏,摩訶般若波羅蜜,漚惒,須菩提,佛,世尊,菩薩摩訶薩,發意,漚惒拘舍羅,阿僧祇劫,恒邊沙佛,功德,六波羅蜜,施,戒,忍,進,禪,智,五波羅蜜,轉輪聖王,魔,魔天,薩云若,檀波羅蜜,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,自空,諸法空,阿耨多羅三耶三菩,三界,四顛倒,惡戒,十惡事,二地,智慧,須彌山,閻浮提,玉女寶,總持,五陰,三十七品,道,欲界,形界,無形界,五陰空,般若波羅蜜無所入,記莂,大慈,如來,真際,法,法性,聲聞,辟支佛道,法性等,慈,佛土,道場,轉法輪,無所住,獨步於三界,自在,現在諸佛,過去當來今現在諸佛,五陰如,薩云若如,色性,有為性,無為性,十住,利根,鈍根,懈怠,精進,阿惟越致,魔事起,彈指頃,須陀洹,羅漢,辟支佛,聲聞,檀教,阿惟越致菩薩,真知識,十八空,四無礙慧,六通,童男清淨之行,諸願,諸佛之剎,辯才,諸根具足,記莂成就,八難處,無字義,泥洹,法相,有為無為之性,有無,如,淨法,有緣無緣,六衰,十八性,四諦,十二緣起,四禪,四無形禪,薩云然,身無身,道空,婬怒癡,正見,不正見,邪見,諸見,名色,苦,習,盡,泥犁,薜荔,畜生,三惡趣,人趣,天趣,力,具足力,卒知,微知,厭知,大智,無涯底智,三世之慧,權,空觀,一意念,意法,如如,眾生性,壽性,命性,吾我,不可得,三乘之法,五趣生死,斯陀含,阿那含,三耶三佛,眾生名處,無處所,無所生,無所滅,觀法如自觀無所有相,六情空,內外空,有無空,禪空,滅脫禪空,三十七品空,道空,相法空,不成之行,戲,無所倚法,二者為倚,一者為不倚,眼色為二,六入念法為二,道與佛為二,倚與無倚,具足諸地,菩薩位,淨佛土,化眾生,作佛事,脫眾生生死,無作者,無成者,三乘之處,凡愚癡之士,五眼,三際,阿惟三佛,有身想,世俗,第一義,四顛倒,逮正覺,有為性,無為性,化作如來,四等,三脫門,八解脫,九次第禪,十力,四無所畏,佛十八法,般泥洹,化佛,授莂,福田,慈意念佛,畢苦,南無佛,諸法皆等,色,痛,想,行,識,內法,外法,善,惡,漏,非漏,道,俗,生,死,有為法,無為法,無名號之法,行亦無名無相無入,空,無相,無願,三三昧,發道意,道慧事,諸聲聞辟支佛事,不住眾道事,真際覺,真際證,道滅盡諸漏,寂靜者,三句緒際,緒盡有餘者,諸習緒盡,聲聞習緒,凡夫身,因無為而有名,愛斷者,後際,諸法相空,諸法行空,超越諸法之塵,堅要,一相則無相,魔怨,異學,聲聞辟支佛家,無常義,苦非我義,知苦習義,知盡道義,知消滅義,知不起義,知法義,見一遍知義,自知義,知他人意義,行如所言,邪見,六十二見,無義,有益無益,佛無佛,湛然,虛空如,不有為般若波羅蜜,二應,一法,逮無所得,空中種樹,想為眾生,三惡趣,四性尊者,諸四天,無思想無思想慧天,須陀洹果,斯陀含果,阿那含果,阿羅漢果,辟支佛道,益眾生果,來往故,貧窮下賤處,諸佛之道,賢聖,有為無為性,諸如得自在,諸法根,隨行之趣,慧願,淨三世慧,菩薩道,饒益眾生,無餘泥洹,作禮,初發意菩薩,善男子,善女人,三千大千剎土,黠地,信地,八地,見地,薄地,淨地,已辦地,辟支佛地,正定菩薩,成就菩薩,無有想亦無無想,十八法,大慈大悲,薩云若慧,佛眼,道意,法法相離,世事習故,菩薩行,道行,空於內外法,六波羅蜜行,內外空及有無空作四禪行,四無形禪行,四等行,三十七品行,三三昧行,佛十力行,四無所畏行,四無礙行,十八法行,淨佛國土行,教化眾生行,入於文字行,不入文字行,陀鄰尼行,有為無為性行,不令道有二,菩薩摩訶薩空行,道覺,審諦法,法覺,超越審諦法,真覺諸法,空法覺,如覺,無有變易,諸佛如來之道,諸佛世尊皆共覺,生滅,著斷,無所成亦無所敗,無所增亦無所減,無所墮亦無所觀,自於相行空,四空定,菩薩十住,二事行者,凡愚人,諸菩薩,諸真人,讚歎佛者,漚惒拘舍羅事,薩云若意行檀波羅蜜,施於三乘,亦施人及非人,無施想,亦無受者想,亦無行檀波羅蜜想,諸想法者,轉還者,度諸法之相,不見諸法有所作,增益諸功德,不受其報,益於眾生",,
