CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
阿毘曇毘婆沙,T 1546 (57),False,False,False,False,False,False,False,False,False,,
阿毘曇毘婆沙,T 1546 (58),False,False,False,False,False,False,False,False,False,"The text is a highly technical Buddhist treatise, Abhidharma-vibhāṣā, translated in a formal classical style. It does not contain the prefix 阿 (ā) used vernacularly (only as part of the transliteration 阿毘曇), prefix 老 (lǎo), suffix 兒 (ér), reduplicated nouns, the pronoun 渠 (qú), the personal pronouns 他 (tā) or 伊 (yī), the verb 道 (dào) in the sense of 'to say' (only '答曰' or as part of a name), or the pronoun 這 (zhè). Instances of 他 are part of the technical term 他心智 (other's mind-knowledge) or refer to 'other/another' (如他聚故).",
阿毘曇毘婆沙,T 1546 (59),False,False,False,False,False,False,False,False,False,"The text does not contain the prefix 阿 (ā) used in a vernacular sense, only in transliterated Buddhist terms (e.g., 阿毘曇, 阿耨多羅, 阿羅漢). The prefix 老 (lǎo) is not used; '老死' is a technical Buddhist term, not a vernacular prefix. The suffix 兒 (ér) is absent. There are no reduplicated nouns. The pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used; '他' appears in compounds like '他心智' or means 'other/others'. The personal pronoun 伊 (yī) is absent. The verb 道 (dào) meaning 'to say' is not present; '道' is used in names or technical Buddhist terms like '道門' and '道智'. The pronoun 這 (zhè) is absent. Overall, the text exhibits a highly classical and formal style, lacking these specific vernacular markers.",
阿毘曇毘婆沙,T 1546 (60),False,False,False,False,False,False,False,False,False,"The text, a scholastic Buddhist treatise translated in the Northern Liang period, uses highly formal literary Chinese (文言文). It lacks any of the specified vernacular elements. The prefix 阿 (ā) only appears in transliterations of Sanskrit terms (e.g., 阿羅漢); 老 (lǎo) and 兒 (ér) are absent. Reduplicated nouns are not present. The pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not used, with more classical forms like 彼 or implied subjects preferred. The verb 道 (dào) for 'to say' is also absent; '答曰' or '說' are used instead. The pronoun 這 (zhè) is not found, with '是事' fulfilling a similar demonstrative function in classical style.",
寶梁經,T 310(44),False,False,True,True,False,False,False,False,False,"The text uses the suffix ér in '小兒' and the reduplicated noun '事事' in '事事供給'. It does not use the prefix ā or lǎo, nor the pronouns qú, tā (as a singular personal pronoun), or yī. The verb dào for 'to say' and the pronoun zhè are also absent.",
大方廣佛華嚴經,T 278 (1),False,False,False,True,False,False,False,False,False,"The text, an early Chinese Buddhist translation from the Eastern Jin dynasty, primarily exhibits a classical literary style with specialized Buddhist terminology. The prefix 阿 (ā) is present but only as part of transliterated foreign words (e.g., 阿修羅, 阿僧祇), not as a general vernacular prefix. The prefixes 老 (lǎo) and suffix 兒 (ér) are absent. Reduplicated nouns are frequently used (e.g., 種種, 處處, 念念, 一一). While reduplication is also a feature of classical Chinese, its frequent use bridges with vernacular styles. Distinctly vernacular pronouns like 渠 (qú), 他 (tā), 伊 (yī), and 這 (zhè) are absent. The verb 道 (dào) meaning 'to say' is not found; the text consistently uses 說 (shuō) for 'to say'. Overall, the text largely maintains a classical idiom, with reduplication being the most prominent element shared with vernacular use.",
大方廣佛華嚴經,T 278 (2),False,False,False,True,False,True,False,False,False,"The text, a translation from the Eastern Jin dynasty, exhibits a largely formal and literary style, typical of early Buddhist sutras. The prefix 阿 (ā) appears only as part of a transliterated proper noun (阿那婆達多龍王), not as a vernacular prefix. The prefixes 老 (lǎo) and suffixes 兒 (ér) are absent. Reduplicated nouns are present in the extensive use of 一一 (yīyī), signifying 'each and every' or 'one by one', which, while a numeral/classifier reduplication, functions in a similar expressive manner to reduplicated nouns in vernacular Chinese. The second-person pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is present, notably in the phrase '知他無量諸心海' (know his/their immeasurable mind-oceans), indicating a degree of vernacular influence for this pronoun. The personal pronoun 伊 (yī) is absent. The verb 道 (dào) is not used in the sense of 'to say'; instead, 曰 (yuē) and 說 (shuō) are consistently employed for that meaning. The pronoun 這 (zhè) is not found.",
大方廣佛華嚴經,T 278 (3),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin dynasty, employs highly classical Chinese. The prefix 阿 (ā) appears only as part of transliterated Buddhist terms (e.g., 阿僧祇 as 'asaṃkhyeya'). The prefixes 老 (lǎo) and suffixes 兒 (ér) are not present. There are no instances of reduplicated nouns in the vernacular sense. The distributive '一一' (yīyī) is used frequently, but not as a reduplicated noun. The second-person pronoun 渠 (qú) and personal pronouns 他 (tā) and 伊 (yī) are absent. For the verb 'to say', classical forms like 告 (gào), 說 (shuō), 曰 (yuē), and 言 (yán) are used, but 道 (dào) in this capacity is not found. The pronoun 這 (zhè) is also not found; instead, 此 (cǐ) is used for 'this'.",
大方廣佛華嚴經,T 278 (4),False,False,False,False,False,False,False,False,False,"The provided text, a translation from the Eastern Jin dynasty (early 5th century), exhibits a highly classical and formal style characteristic of early Chinese Buddhist translations. It largely predates the widespread adoption of vernacular elements that would become more common in later Buddhist literature.1. Prefix 阿 ā: Not found in vernacular usage; it appears only as part of transliterated proper nouns (e.g., 阿修羅, 阿耨多羅三藐三菩提).2. Prefix 老 lǎo: Not found.3. Suffix 兒 ér: Not found.4. Reduplicated nouns: No clear instances of reduplicated nouns (e.g., 人人, 家家). While some reduplicated quantifiers/adverbs like 一一 (each and every), 各各 (each, severally), and 彼彼 (they all) are present, these are not classified as reduplicated nouns.5. Pronoun 渠 qú: Not found. The text uses the classical pronoun 彼 bǐ for 'he/she/it'.6. Personal pronoun 他 tā: Not found as a third-person personal pronoun. It appears in 他方世界, meaning 'other' or 'another'.7. Personal pronoun 伊 yī: Not found.8. Verb 道 dào 'to say': Not found in this verbal sense. The text consistently uses 言 yán and 說 shuō for 'to say' or 'to speak'.9. Pronoun 這 zhè: Not found. The classical demonstrative pronoun 此 cǐ 'this' is used instead.In summary, the text contains virtually none of the specified vernacular elements.",
大方廣佛華嚴經,T 278 (5),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) in a non-transliteration context, the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the second-person pronoun 渠 (qú), the personal pronoun 他 (tā), the personal pronoun 伊 (yī), the verb 道 (dào) meaning 'to say', nor the pronoun 這 (zhè). All identified elements of potential vernacular style are absent or used in a classical context (e.g., 阿 in transliteration, 道 as 'path').",
大方廣佛華嚴經,T 278 (6),False,False,False,True,False,False,False,False,False,"The text uses the reduplicated noun '念念' (niànniàn) meaning 'moment by moment' or 'every thought'. All other requested vernacular elements are absent. The prefix '阿' (ā) appears only in the transliteration '阿脩羅' (Asura), not as a vernacular prefix. The character '老' (lǎo) appears in the classical Buddhist term '生老病死' referring to old age, not as a vernacular prefix. The character '道' (dào) appears frequently as a noun meaning 'path' or 'way', but not as a verb for 'to say'. Other personal pronouns and demonstratives like 他 (tā), 伊 (yī), 渠 (qú), and 這 (zhè) are not used.",
大方廣佛華嚴經,T 278 (7),False,False,False,False,False,False,False,False,False,"The text is a classical Buddhist sutra translation from the Eastern Jin dynasty. It adheres to a largely classical Chinese style with minimal vernacular elements as defined by the specific criteria. The prefix 阿 (ā) appears only in transliterations like 阿脩羅 (Āxiūluó), not as a non-transliteration prefix. The prefix 老 (lǎo) and suffix 兒 (ér) are not found. Reduplicated characters like 種種 (zhǒngzhǒng, 'various kinds of'), 一一 (yīyī, 'each'), and 各各 (gègè, 'each') are present, but these are typically adjectival or distributive pronouns/adverbs, not reduplicated nouns in the strict sense (e.g., noun-noun). Therefore, reduplicated nouns are marked as false under a strict interpretation. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is not found in the sense of 'he/she', only as part of the compound 他化 (tāhuà). The personal pronoun 伊 (yī) is not found. The verb 道 (dào, 'to say') is not found; 說 (shuō) is used instead. 道 is used extensively as a noun meaning 'path' or 'way' (e.g., 佛道, 八正道). The pronoun 這 (zhè) is not found; 此 (cǐ) or 是 (shì) are used for 'this'.",
大方廣佛華嚴經,T 278 (8),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (9),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (10),False,False,False,True,False,False,False,False,False,"The text uses reduplicated nouns such as '心心' (xīnxīn), '念念' (niànniàn), and '一一' (yīyī). The prefix '阿' (ā) appears in '阿脩羅' (Āxiūluó), but this is a transliteration and not a native Chinese vernacular prefix. The character '他' (tā) is present, but it functions as 'other' or 'another' rather than the vernacular third-person pronoun 'he/she'. No instances of the prefixes '老' (lǎo), suffix '兒' (ér), pronouns '渠' (qú) or '伊' (yī), the verb '道' (dào) meaning 'to say', or the pronoun '這' (zhè) are found.",
大方廣佛華嚴經,T 278 (11),False,False,False,True,False,False,False,False,False,"The text, being an early Chinese Buddhist sutra translation from the Eastern Jin dynasty, primarily exhibits classical Chinese characteristics. The prefix 阿 (ā) is present, but exclusively as part of transliterated terms like 阿僧祇 (asaṃkhyeya), not as a vernacular prefix. The prefixes 老 (lǎo) and the suffix 兒 (ér) are not found. Reduplicated nouns are present, specifically 念念 (niàn niàn), meaning 'moment by moment' or 'in every thought'. The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are absent. The verb 道 (dào) meaning 'to say' is not used; 道 appears as a noun meaning 'path' or 'way', or in compounds like 語言道斷. The pronoun 這 (zhè) is also not found in the text.",
大方廣佛華嚴經,T 278 (12),False,False,False,True,False,False,False,False,False,"The character '阿' appears only in transliterated terms like '阿僧祇', not as a vernacular prefix. The character '老' appears in compound words like '衰老' and '窮老', but not as a vernacular prefix. The suffix '兒' is not found. The term '世世' (meaning 'from lifetime to lifetime') appears, which is a reduplicated noun used adverbially. The pronoun '渠' is not found. The character '他' appears, but only in the sense of 'other' or 'others' (e.g., '不他作', '不由他悟'), not as a third-person singular personal pronoun 'he/she'. The pronoun '伊' is not found. The character '道' appears (e.g., '道教', '言語道斷'), but not as a verb meaning 'to say' or 'to speak'. The pronoun '這' is not found.",
大方廣佛華嚴經,T 278 (13),False,False,False,True,False,False,False,False,False,"The text generally employs a classical and formal Buddhist Chinese style. Most common vernacular elements such as the prefixes '阿' and '老', the suffix '兒', and pronouns '他', '伊', '渠', and '這' (using '此' instead) are not found. The verb '道' is also not used to mean 'to say'. However, one instance of reduplicated noun '處處' (chùchù) is present, which is a common feature in vernacular Chinese.",
大方廣佛華嚴經,T 278 (14),False,False,False,True,False,False,False,False,False,"The text uses '念念' (niànniàn) as a reduplicated noun. The character '阿' (ā) appears in transliterations (e.g., 阿僧祇, 阿耨多羅三藐三菩提), but not as a vernacular prefix. The character '他' (tā) appears in the sense of 'others' (何況照他), not as the specific third-person singular pronoun 'he/she'. The character '道' (dào) appears meaning 'path' or 'way' (e.g., 菩薩道, 言語道), but not as the verb 'to say'. The prefixes '老' (lǎo), '兒' (ér) as a suffix, and the pronouns '渠' (qú) and '這' (zhè) are not found.",
大方廣佛華嚴經,T 278 (15),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (16),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (17),False,False,False,True,False,False,False,False,False,"The text exhibits very few vernacular elements. The prefix '阿' only appears as part of transliterated foreign words. The prefixes '老' and suffix '兒' are not used. The third-person pronouns '渠', '他', and '伊' are absent, with '彼', '其', and '者' used instead. The verb '道' is not used to mean 'to say'. The demonstrative pronoun '這' is not found. The only identified vernacular element is the reduplicated noun '粒粒' ('each grain'). This indicates an early translation style, leaning towards classical Chinese forms.",
大方廣佛華嚴經,T 278 (18),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (19),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (20),False,False,False,True,False,False,False,False,False,"The text is a classical Buddhist translation. It does not use the prefix 阿 ā as a vernacular element (only in transliterations like 阿練若處, 阿僧祇). It also does not use the prefix 老 lǎo, the suffix 兒 ér, the second-person pronoun 渠 qú, the personal pronoun 他 tā, the personal pronoun 伊 yī, the verb 道 dào for 'to say', or the pronoun 這 zhè. However, it does feature reduplicated nouns such as 念念 (moment by moment) and 一一 (each and every), which, while also found in classical Chinese, are considered a feature to track for vernacular elements.",
大方廣佛華嚴經,T 278 (21),False,False,False,False,False,False,False,False,False,"The text, a Buddhist sutra translation from the Eastern Jin dynasty, largely adheres to a formal, classical style. No instances of the vernacular prefix 阿 (ā) were found outside of transliterations (e.g., 阿僧祇劫). The prefix 老 (lǎo) was not used in any vernacular sense. The suffix 兒 (ér) was absent. No common vernacular reduplicated nouns (like 媽媽) were identified; while distributive reduplications like 一一 and descriptive reduplications like 種種 appear, they are characteristic of classical and formal writing, not exclusively vernacular. The second-person pronoun 渠 (qú) was not present. The personal pronoun 他 (tā) was not used. The personal pronoun 伊 (yī) was not used. The verb 道 (dào) was used in its nominal sense of ""path"" or ""way"", but not as ""to say""; the text uses 曰 (yuē) for ""says"". The pronoun 這 (zhè) was not found; the text consistently uses 此 (cǐ) for ""this"". Overall, the text exhibits a highly classical and formal style with no clear vernacular elements from the requested list.",
大方廣佛華嚴經,T 278 (22),False,False,False,False,False,False,False,False,False,"The text, being an early Chinese Buddhist translation from the Eastern Jin dynasty, exhibits a classical and formal style. As expected for a text of this period and genre, no instances of the vernacular prefix 阿 (ā) used colloquially, prefix 老 (lǎo), suffix 兒 (ér), vernacular reduplicated nouns, the second-person pronoun 渠 (qú), the personal pronouns 他 (tā) or 伊 (yī), the verb 道 (dào) meaning 'to say', or the pronoun 這 (zhè) were found. The character '阿' appears only in transliterations like '阿僧祇', and '道' is used to mean 'path' or as part of compound nouns such as '障道法' and '正道'. '一一' is used as a distributive, and '如如' is a technical Buddhist term, not a vernacular reduplicated noun.",
大方廣佛華嚴經,T 278 (23),False,False,False,True,False,False,False,False,False,"The text uses a classical Chinese style. The prefix 阿 (ā) is only used in transliterations, not as a vernacular prefix. The prefix 老 (lǎo) and suffix 兒 (ér) are not used. Reduplicated nouns such as '念念' (niàn niàn) and '一一佛土' (yī yī fó tǔ) are present. The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used to mean 'he/she'; instead, it appears in compounds like '他方' (other directions/places) or means 'other' (e.g., '隨他教'). The personal pronoun 伊 (yī) is not used. The verb 道 (dào) is not used to mean 'to say', but rather 'path' or 'way'. The pronoun 這 (zhè) is not used; '此' or '是' are used instead.",
大方廣佛華嚴經,T 278 (24),False,False,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular prefix, only as part of transliterated Buddhist terms (e.g., 阿耨多羅三藐三菩提, 阿鼻). The prefix 老 lǎo and suffix 兒 ér are not present. Reduplicated nouns in the typical vernacular sense (e.g., 人人, 家家) are absent. The pronoun 渠 qú is not found. The personal pronoun 他 tā is present, used multiple times to refer to 'others' or 'another person' (e.g., 若物屬他, 為他說法). The personal pronoun 伊 yī is not found. The verb 'to say' 道 dào is not used; the text consistently employs '語...言' or '言' or '說'. The pronoun 這 zhè is not found; '此' is used instead (e.g., 此十不善道, 此諸眾生).",
大方廣佛華嚴經,T 278 (25),False,False,False,False,False,False,False,False,False,"The text, a classical Buddhist translation by Buddhabhadra from the Eastern Jin dynasty, primarily uses classical Chinese forms. It does not contain the vernacular prefix 阿 (ā) other than in transliterated terms (e.g., 阿耨多羅三藐三菩提). The prefix 老 (lǎo) is absent in a vernacular sense, appearing only as part of the compound 老死 (old age and death). The diminutive suffix 兒 (ér) is not used; '子' in 佛子 refers to a child/son, not a diminutive. There are no reduplicated nouns (e.g., 人人); while adverbs/adjectives like 雰雰, 念念, and 種種 are present, they are not reduplicated nouns. The second-person pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is not used for 'he/she'; it appears in the proper noun 他化自在王 and as 'other' in phrases like 不隨他故. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) is not used to mean 'to say'; instead, 言 (yan) and 說 (shuo) are consistently employed for speech. The pronoun 這 (zhè) is not found; while 是 (shi) is frequently used demonstratively (e.g., 是菩薩), it is a classical demonstrative pronoun, not the vernacular 這.",
大方廣佛華嚴經,T 278 (26),False,False,False,False,False,False,False,False,False,"The text, being an early Chinese Buddhist scripture translation (Eastern Jin dynasty), adheres to a classical Chinese style, largely devoid of the specified vernacular elements. The character '他' appears as part of '他化自在王' (Paranirmitavaśavartin) and in phrases like '諸天及菩薩' meaning 'other devas and bodhisattvas', not as a third-person personal pronoun 'he/she'. The character '阿' is exclusively used within transliterated Buddhist terms such as '阿脩羅' (Asura) and '阿僧祇' (asaṃkhyeya), not as a standalone vernacular prefix. The verb 'to say' is consistently rendered with '言' or '曰', and not with '道'. '道' is used as a noun meaning 'path' or 'way' (e.g., '佛道', '菩薩道'). No instances of the prefixes '老', the suffix '兒', reduplicated nouns, or the pronouns '渠', '伊', or '這' were found.",
大方廣佛華嚴經,T 278 (27),False,False,False,False,False,False,False,False,False,"The provided text, an early Chinese Buddhist translation from the Eastern Jin dynasty, exhibits a highly classical and formal style. It does not contain common vernacular elements such as the prefix 阿 (used in non-transliteration contexts) or 老, the suffix 兒, reduplicated nouns, or vernacular pronouns like 渠, 他 (as a personal pronoun 'he/she'), 伊, or 這. The verb 'to say' is consistently rendered as 言 or 說, not 道. This absence of vernacular features is characteristic of pre-Tang dynasty Buddhist scriptures.",
大方廣佛華嚴經,T 278 (28),False,False,False,True,False,False,False,False,False,"The text does not use the prefixes 阿 (except in transliterations like 阿脩羅, 阿僧祇) or 老, nor the suffix 兒. It does not use the pronouns 渠 or 伊, nor the pronoun 這 (using 此 and 是 instead). The verb 道 is not used for 'to say' (only for 'path/way'). The only vernacular element identified is the reduplication '念念' (niànniàn), which functions as an adverbial phrase meaning 'in every thought/moment', a common feature in vernacular Chinese texts.",
大方廣佛華嚴經,T 278 (29),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (30),False,False,False,True,False,False,False,False,False,"The text is an early translation of the Avatamsaka Sutra (Eastern Jin, Buddhabhadra), exhibiting a largely classical and formal style. It does not use the prefixes 阿 (except in transliterations) or 老, nor the suffix 兒. Vernacular pronouns 渠, 他, and 伊 are absent, and 道 is not used as a verb meaning 'to say'. However, it does feature reduplicated nouns, such as 念念 (niànniàn), which is a common feature across different registers of Chinese.",
大方廣佛華嚴經,T 278 (31),False,False,False,True,False,False,False,False,False,"The text does not use the vernacular prefix 阿 (ā), the prefix 老 (lǎo), the suffix 兒 (ér), the second-person pronoun 渠 (qú), the personal pronoun 他 (tā), the personal pronoun 伊 (yī), the verb 道 (dào) meaning 'to say', or the pronoun 這 (zhè). However, it does use reduplicated nouns such as ""念念"" (niànniàn) and ""一一"" (yīyī), which are common in both classical and vernacular Chinese.",
大方廣佛華嚴經,T 278 (32),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (33),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a non-transliterated element, nor the prefix 老 (lǎo), nor the suffix 兒 (ér). There are no instances of reduplicated nouns. The second-person pronoun 渠 (qú), personal pronoun 他 (tā), and personal pronoun 伊 (yī) are absent. The verb 道 (dào) meaning 'to say' is not present; instead, 言 (yán) or 說 (shuō) are used. The pronoun 這 (zhè) is also not found, with 如是 (rúshì) being used for 'this' or 'such'.",
大方廣佛華嚴經,T 278 (34),False,False,False,True,False,False,False,False,False,"The text is an early translation (Eastern Jin dynasty) and shows limited vernacular elements. The character 阿 appears only in transliterated proper nouns. The personal pronoun 他 is used as 'others' (因他覺悟) and in the name '他化自在天', not as a singular 'he/she'. The verb 'to say' is rendered with 言 or 說, not 道. The only vernacular element identified is the reduplicated noun '心心' (xīn xīn).",
大方廣佛華嚴經,T 278 (35),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin Dynasty, exhibits a highly classical and formal style consistent with early Chinese Buddhist scriptures. None of the specified vernacular elements were found. The prefix 阿 (ā) appears only in transliterated terms like 阿脩羅 and 阿耨達, not as a vernacular prefix. The prefixes 老 (lǎo) and suffix 兒 (ér) are absent. Reduplicated nouns are not present; instances like 念念 function adverbially or as reduplicated verbs. The pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not used; instead, the more classical demonstrative 彼 (bǐ) is employed. The character 道 (dào) is consistently used to mean 'path' or 'way' (e.g., 聖道, 道場), never as the verb 'to say'. Lastly, the pronoun 這 (zhè) is not found.",
大方廣佛華嚴經,T 278 (36),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā (not as part of transliteration), the prefix 老 lǎo, the suffix 兒 ér, the second-person pronoun 渠 qú, the personal pronoun 他 tā, the personal pronoun 伊 yī, the verb 道 dào (to say), or the pronoun 這 zhè. However, it does use reduplicated forms such as 念念 (moment by moment) and 一一 (each and every).",
大方廣佛華嚴經,T 278 (37),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (38),False,False,False,False,False,False,False,False,False,"The text, a classical Buddhist translation from the Eastern Jin dynasty, demonstrates a highly formal and specialized vocabulary, devoid of common vernacular elements. There are no instances of the prefix 阿 (ā) used in a vernacular sense (only as part of the transliteration 阿耨多羅, anuttara). The prefix 老 (lǎo) and the suffix 兒 (ér) are absent. Reduplicated nouns are not found. The second-person pronoun 渠 (qú), the personal pronoun 他 (tā), and the personal pronoun 伊 (yī) are not present. The verb 道 (dào) is used in its classical meaning of 'path' or 'way' (e.g., 正道, 道行), not as 'to say.' The pronoun 這 (zhè) is also not found. Overall, the text reflects a classical, non-vernacular style typical of early Chinese Buddhist sutra translations.",
大方廣佛華嚴經,T 278 (39),False,False,False,False,False,False,False,False,False,"The text is written in a highly classical Chinese style, typical of early Buddhist translations from Sanskrit. It lacks common vernacular elements such as the prefix 阿 (ā) used colloquially, the prefix 老 (lǎo), the suffix 兒 (ér), common reduplicated nouns, the second-person pronoun 渠 (qú), the personal pronoun 他 (tā) (it is used as 'other' instead), the personal pronoun 伊 (yī), the verb 道 (dào) for 'to say', and the pronoun 這 (zhè). The usage of '一一' is classical for 'each and every' and not a vernacular noun reduplication. This indicates a formal and archaic translation style.",
大方廣佛華嚴經,T 278 (40),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element (all instances are transliterations like 阿僧祇) nor the prefix 老 lǎo or suffix 兒 ér. Reduplicated nouns are present, such as '念念中' (niàn niàn zhōng) and '趣趣中' (qù qù zhōng). The pronouns 渠 qú and 伊 yī are absent. The word 他 tā appears, but consistently means 'other' (e.g., '不由他悟'), not the personal pronoun 'he/she'. The verb 道 dào 'to say' is not used; '道' functions solely as a noun meaning 'path' or 'way'. The pronoun 這 zhè is also not present.",
大方廣佛華嚴經,T 278 (41),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (42),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (43),False,False,False,True,False,False,False,False,False,"The text demonstrates a largely classical Chinese style. The prefix 阿 (ā) is used only in transliterations of Sanskrit terms (e.g., 阿耨多羅, 阿脩羅, 阿僧祇), not as a prefix to native Chinese words. The prefixes 老 (lǎo) and the suffix 兒 (ér) are not present. The text uses reduplicated nouns such as 「念念」(each moment/thought) and 「心心」(each mind/mind after mind), which are vernacular elements. The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used; instead, classical pronouns like 「彼」(bǐ) and 「之」(zhī) are employed. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) is not used to mean ""to say""; verbs like 「說」(shuō), 「言」(yán), and 「曰」(yuē) are used for this purpose. The pronoun 這 (zhè) is absent, with the classical 「是」(shì) used for 'this' or 'these' instead.",
大方廣佛華嚴經,T 278 (44),False,False,False,True,False,False,False,False,False,"The text exhibits very few vernacular elements. The prefix 阿 is exclusively used in transliterations, and neither prefix 老 nor suffix 兒, nor the pronouns 渠, 他, 伊, or 這 are found. The verb 道 is not used to mean 'to say'. However, reduplicated nouns like ""種種"", ""念念"", and ""時時"" are present, indicating a limited but notable vernacular stylistic choice.",
大方廣佛華嚴經,T 278 (45),False,False,False,True,False,False,False,False,False,"The text shows minimal vernacular elements. It uses reduplicated nouns such as ""念念"" (moment by moment) and ""處處"" (everywhere). However, it does not employ the prefix 阿 (ā) other than in transliterations (e.g., 阿修羅, 阿耨多羅), nor the prefix 老 (lǎo), or the suffix 兒 (ér). The personal pronouns 他 (tā), 伊 (yī), and 渠 (qú) are absent. The character 道 (dào) is exclusively used to mean 'path' or 'way', not as a verb 'to say'. The demonstrative pronoun 這 (zhè) is also not found.",
大方廣佛華嚴經,T 278 (46),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (47),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (48),False,False,False,False,False,False,False,True,False,"The text does not use the prefix 阿 (ā) outside of transliterations (e.g., 阿耨多羅, 阿僧祇). It also does not use the prefixes 老 (lǎo) or the suffix 兒 (ér). There are no reduplicated nouns found in the text. The pronoun 渠 (qú) is not present. The personal pronoun 他 (tā) is absent. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) is used multiple times in the sense of 'to say' or 'to speak' (e.g., 善財問言：「諸人今者為詣何所？」答言：「我等欲詣彌多羅女聽受正法。」爾時，善財作如是念：「此王宮門自在出入無所障礙。」善財即入，見彼女人處在明淨寶藏法堂，地玻瓈色，瑠璃為柱，金剛為壁，閻浮檀金欄楯窻牖，光明普照，阿僧祇摩尼寶而莊校之；又千寶藏摩尼寶鏡，圓滿莊嚴，眾生所樂，明淨妙寶以為嚴飾；又阿僧祇摩尼寶網羅覆其上，百千金鈴出微妙音；有如是等不可思議眾寶校具，莊嚴講堂。見彼女人身如真金，目髮紺色，處淨水香寶師子座，覆以金網；敷眾寶衣，大眾圍遶，以梵音聲而為說法。見已，頭面禮足遶無數匝，合掌恭敬於一面住，白言：「大聖！我已先發阿耨多羅三藐三菩提心，而未知菩薩云何學菩薩行，修菩薩道？」答言：「善男子！汝諦觀此法堂莊嚴。」). The pronoun 這 (zhè) is also absent.",
大方廣佛華嚴經,T 278 (49),False,False,False,False,False,False,False,False,False,"The text displays a classical Chinese style typical of early Buddhist translations. It does not use the prefix 阿 ā (except as part of transliterated names like 阿耨多羅三藐三菩提 or 阿僧祇), nor the prefix 老 lǎo, nor the suffix 兒 ér. There are no reduplicated nouns found in the text. The second-person pronoun 渠 qú is absent, with '他' and '伊' also not appearing; instead, the classical pronoun '彼' (bǐ) is used for 'he/she/that'. The verb 'to say' is consistently rendered with classical forms such as '答言' (dá yán), '白言' (bái yán), or '告之曰' (gào zhī yuē), not '道' (dào). Lastly, the pronoun 'this' 這 zhè is not used, with '此' (cǐ) appearing in its place. All indicators point to a translation style devoid of the specified vernacular elements.",
大方廣佛華嚴經,T 278 (50),False,False,False,True,False,False,False,False,False,"The text primarily employs classical Buddhist Chinese vocabulary and grammar. It avoids common vernacular elements such as the prefix 阿 (ā) for common nouns, the prefix 老 (lǎo), the suffix 兒 (ér), and the pronouns 渠 (qú), 他 (tā), and 伊 (yī). The verb ""to say"" is expressed using terms like 曰 (yuē), 白言 (bái yán), 答言 (dá yán), or 作如是言 (zuò rú shì yán), rather than 道 (dào). The pronoun ""this"" is consistently rendered as 此 (cǐ) instead of 這 (zhè). However, the text does feature reduplicated nouns in an adverbial capacity, specifically ""念念"" (niàn niàn), meaning ""moment to moment"" or ""in every thought,"" which can be considered a vernacular characteristic.",
