czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
480,法鏡經,T 322,,非類,
480,法鏡經,T 322,,非女,
480,法鏡經,T 322,,非先,
480,法鏡經,T 322,,無造者,
480,法鏡經,T 322,,無教造者,
480,法鏡經,T 322,,無與者,
480,法鏡經,T 322,,無興起者,
480,法鏡經,T 322,,婬塵,
480,法鏡經,T 322,,十二精,
480,法鏡經,T 322,,諸諦,
480,法鏡經,T 322,,諸陰,
480,法鏡經,T 322,,諸情,
480,法鏡經,T 322,,諸進入,
480,法鏡經,T 322,,佛,An Shigao
480,法鏡經,T 322,,懈怠,
480,法鏡經,T 322,,淨戒,Lokakṣema 
480,法鏡經,T 322,,罣礙,Lokakṣema 
480,法鏡經,T 322,,邪疑,
480,法鏡經,T 322,,貢高,Lokakṣema 
480,法鏡經,T 322,,謗毀,Kang Mengxiang
480,法鏡經,T 322,,幻法,
480,法鏡經,T 322,,因緣法,Zhi Qian
480,法鏡經,T 322,,淨定,
480,法鏡經,T 322,,淨慧,Zhi Qian
480,法鏡經,T 322,,情欲,
480,法鏡經,T 322,,擇智,
480,法鏡經,T 322,,無相,An Shigao
480,法鏡經,T 322,,無為,An Shigao
480,法鏡經,T 322,,淳德,
480,法鏡經,T 322,,賢劫,Lokakṣema 
480,法鏡經,T 322,,阿難,An Shigao
480,法鏡經,T 322,,天與人,
480,法鏡經,T 322,,學佛,
480,法鏡經,T 322,,佛教,An Shigao
480,法鏡經,T 322,,惟衛佛,
480,法鏡經,T 322,,罪,An Shigao
480,法鏡經,T 322,,釋迦文佛,Lokakṣema 
480,法鏡經,T 322,,自歸,An Shigao
480,法鏡經,T 322,,悔過,
55,中本起經,T 196 (1),Kang Mengxiang,中本起經,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,四部僧,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,長阿含,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,沙門,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,轉法輪品,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,阿難,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,佛,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,摩竭提界,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,善勝道場,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,降魔,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,覺慧,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三達無礙,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,提謂波利,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三自歸,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,五戒,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,清信士,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,定光,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,釋迦文,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,如來,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,至真,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,等正覺,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,明行成為,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,善逝,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,世間解,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無上士,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道法御,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,天人師,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,眾祐,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,六度無極,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,四等不倦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,大願果成,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,世尊,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,梵釋請法,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,甘露,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,五道輪轉,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,甘露法鼓,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三千大千世界,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,拘憐,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,頞陛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,拔提,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,十力迦葉,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,摩南拘利,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,波羅奈國,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,相好嚴儀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,優吁,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,八正覺,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,欲網,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,聖道,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,瞿曇,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無上輪,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三界眾聖,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,泥洹,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,鹿園,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,悉達,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正真,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,平等覺,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,取中,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,覺慧行,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,六通悉覺,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,八正行,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,五陰,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,四諦,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,苦,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,習,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,盡,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,入道,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,生苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,老苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,病苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,死苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,憂悲惱苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,恩愛別苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,怨憎會苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,所求失苦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,八正為真,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正見,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正利,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正言,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正行,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正命,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正治,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正志,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正定,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,苦習,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無生,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,羅漢,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,法眼,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,惡生,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,忍辱人,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,平等正覺,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,大智,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,漏盡意解,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無上法輪,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,寶稱,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,恩愛獄,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,名色械,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,天尊,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無垢法眼,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,富褥,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,惟摩羅,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,憍炎鉢,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,須陀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,心本,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,垢除縛解,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,應真,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,比丘,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,三尊,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,拔愛除有,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,憂為羅縣,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,梵志斯奈園,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,鉢,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,金光,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,歸命三尊,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,欲界魔王,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,泥蘭禪河,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,迦葉氏,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,欝俾羅,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,火祠,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,[卄/汧]沙,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,五道,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,權慧拯濟,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,梵志,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,過中不飯,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三界欲火吾已滅之,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,神龍,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,吐毒繞佛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,化毒皆使為華,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,入鉢,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,火光烔然概天,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,真人,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,紫金耀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,紺青,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,大人百福德,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,神妙應相經,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,丈六,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,八十章,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,頂光,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無常,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,弗于逮,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,閻浮提界,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,拘耶尼,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,欝單曰,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,閻逼,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,[卄/呵]蠡勒,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,阿摩勒果,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,粳米,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,天帝釋,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,指地池,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,四天王,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,帝釋,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,梵天,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,七梵天,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,供養,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,法服,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,稽首,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,水瓶杖屣,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,那提迦葉,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,迦耶迦葉,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,佛道最勝,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,神足示現,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,教授示現,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,心意識行,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,因緣染著,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,說法示現,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,六情,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,婬,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,怒,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,癡火,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,長老有尊德,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,改邪修正見,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無想入禪慧,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,天龍鬼神,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,羅閱祇,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,瓶沙,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,福無量,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,須波羅致樹下,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,右繞三匝,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,摩竭提王,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,殺生祠祀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,天神不食,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,學道無師,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,洗浣心垢,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,靜定,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,身升虛空,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,火,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,水,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,以水雨火,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,五色赫奕,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,叉手,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,長跪,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,慈恩,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,解脫罪縛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三界頂受,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,奉火修異術,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,尊正諦,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,學邪志不善,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,精進受正法,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,婬心,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,貪心,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,怒心,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,息惡令善,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,真言,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,識無綺可,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,五陰外來,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,六情無主,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,陰衰無名,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,法王,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,誹謗有道,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,生死皆由恩愛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,地獄,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,畜生,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,餓鬼,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,罪福明正,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,癡有形,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從形生情,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從情生識,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從識生欲,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從欲有父子,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從父子生恩愛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,從恩愛生憂悲,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,五道無有休止,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,得道者,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,見諦不迴,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,須陀洹,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,斯陀含,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,阿那含,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,道位次敘,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道跡,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,受戒,Lokakṣema 
55,中本起經,T 196 (1),Kang Mengxiang,婆羅門,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,忉利天帝,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,華散佛上,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,長者,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,迦蘭陀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,尼揵,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,精舍,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,僧房,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,坐具,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,竹園精舍,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,舍利弗,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,大目揵連,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,那羅陀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,沙然,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,仙行,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,優波替,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,拘律陀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,威儀庠雅,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,法本,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,因緣空無主,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,息心達本源,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,甘露仙化,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,壞裂俗網,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,寂行,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,僧次,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,頭髮自落,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,古佛,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,結戒,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,行籌數,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,迦維羅越王閱頭檀,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,憂陀耶,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道俗異故,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,八解正水,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,戒,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,定,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,慧品,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,香熏八難,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,四禪為床,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,比丘僧,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,四諦神足,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,四恩慈悲,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,調達,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,惡心內興,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,幻術,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,聖王,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,樹傾敬稽首,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三禮,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,車馬生死乘,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,參駕五通馳,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,剃頭被納服,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,慚愧為衣服,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,法衣真人服,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,息心名如來,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,行乞食,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,法味為道食,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,持鉢福眾生,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道場,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道藏為浴池,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,正水滿其淵,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三毒盡,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,三達快無雙,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,大乘,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,辟支佛,An Shigao
55,中本起經,T 196 (1),Kang Mengxiang,羅漢意,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,目連,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,道力,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,無上正真道意,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,樂無為者,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,出家居道,Kang Mengxiang
55,中本起經,T 196 (1),Kang Mengxiang,剛強降伏,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,阿那含,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,八關齋,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,八敬之法,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,比丘,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,比丘尼,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,鉢,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,本願,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,布施,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,般泥洹,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,謗毀,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,悲,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,梵行,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,梵迹,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,佛,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,佛法,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,佛齋,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,不可思議,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,不殺生,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,不盜竊,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,不退轉三昧,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,不飲酒,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,大悲,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,大千,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,大慈,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,大道,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,道,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,道法,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,道行,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,道意,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,得道,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,定意,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,帝釋,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,弟子,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,度,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,度世,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,等正覺,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,諦,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,調心,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,多聞,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,脫淵,Kang Mengxiang
