CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
大智論,T 1509 (20),False,False,False,False,False,True,False,"The text does not use the prefix 阿 ā (not as part of a transliteration), prefix 老 lǎo, or suffix 兒 ér. It does not contain clear instances of reduplicated nouns or the pronoun 渠 qú. However, the personal pronoun 他 tā is present in the phrase ""亦教他作福德"" (also teaches others to make merit), indicating its use to refer to 'others' or 'him/her'. The personal pronoun 伊 yī is not used.",
大智論,T 1509 (21),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 伊 (yī) in a vernacular sense; all occurrences are parts of transliterated Buddhist terms or proper nouns. The prefix 老 (lǎo) appears in '老少' (old and young), but not as a vernacular prefix. The suffix 兒 (ér) is not present. The text includes reduplicated terms such as '種種' (zhǒngzhǒng) and '一一' (yīyī), which are characteristic of vernacular style. The pronouns 渠 (qú) and 他 (tā) are not found in the text.",
大智論,T 1509 (22),False,False,False,True,False,False,False,"The text frequently uses reduplicated forms like 念念 (moment-to-moment), 種種 (various kinds), and 各各 (each one), which are characteristic of vernacular Chinese. However, other specified vernacular elements such as the non-transliterated prefix 阿, the prefix 老, the suffix 兒, the pronoun 渠, and the personal pronouns 他 (as he/she) and 伊 are not present in this excerpt. All occurrences of 阿 are in transliterated Buddhist terms. 他 is used as an attributive (e.g., 他法 'other's law') or a generic/plural pronoun (e.g., 他不殺 'if others do not kill'), not as a singular 'he/she'.",
大智論,T 1509 (23),False,True,False,True,False,False,False,"The prefix 阿 (ā) is present, but exclusively as part of transliterations (e.g., 阿羅漢, 阿難), not as a vernacular prefix. The prefix 老 (lǎo) is used in '老母' (lǎo mǔ, old mother), which indicates a vernacular element. The suffix 兒 (ér) is not found in the text. Reduplicated words like '種種' (various kinds), '日日' (day by day), '念念' (moment by moment), and '各各' (each) are present; while many are adverbial, '種種' can function nominally, indicating a vernacular element. The pronoun 渠 (qú) is not found. The character 他 (tā) is present, but it consistently functions as 'other's' or 'others', not as a third-person singular personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not found in the text.",
大智論,T 1509 (24),False,False,False,True,False,False,False,"The text, a translation by Kumārajīva, primarily uses formal and classical Chinese. There are no instances of the vernacular prefixes 阿 (ā) or 老 (lǎo), nor the diminutive suffix 兒 (ér). The pronouns 他 (tā) and 伊 (yī) are not used as singular personal pronouns; 他 (tā) appears in compounds meaning ""other."" The third-person pronoun 渠 (qú) is also absent. However, reduplicated nouns are present, such as ""處處"" (chùchù, everywhere) and ""各各"" (gègè, each/respectively), indicating a slight but notable vernacular element in its use of repetition for emphasis or totality.",
大智論,T 1509 (25),False,False,False,False,False,False,False,"The text, a classical Buddhist translation, exhibits a formal and archaic style with no significant vernacular elements. All instances of '阿' are parts of transliterated proper nouns or Buddhist terms (e.g., 阿羅漢, 阿耨多羅, 阿梨沙). The character '老' appears in '老死' (old age and death) and '阿若憍陳如' (Old Kaundinya), but not as a vernacular prefix to a name. The suffix '兒' is not present. While various reduplicated adjectives/adverbials like '種種' (various), '各各' (each), '了了' (clearly), and '世世' (world after world) are used, there are no reduplicated nouns (e.g., 人人, 家家). The second-person pronoun '渠' and the personal pronouns '他' (as 'he/she') and '伊' are not found. '他' is used in the sense of 'other's' or 'another's' (e.g., 他法, 他語), not as a singular third-person pronoun.",
大智論,T 1509 (26),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) not as part of a transliteration, nor does it use the prefix 老 (lǎo) or the suffix 兒 (ér) in a vernacular sense. The second-person pronoun 渠 (qú) and personal pronouns 他 (tā) and 伊 (yī) are also absent. However, the text does utilize reduplicated nouns such as 念念 (in every thought), 世世 (life after life), 種種 (various kinds), 處處 (everywhere), and 日日 (daily).",
大智論,T 1509 (27),False,False,False,True,False,False,False,"The text is a classical Buddhist translation by Kumārajīva. It exhibits very few vernacular elements. The prefix '阿 ā' is exclusively used for transliterations (e.g., 阿羅漢, 阿鞞跋致). The prefix '老 lǎo' is not used in a vernacular sense (e.g., 老王); instances like '老病死' are part of established compounds, and '大師子吼' uses '老' as an intensifier or adjective. The suffix '兒 ér' is absent. The third-person pronouns '渠 qú', '他 tā', and '伊 yī' are also absent, which is a strong indicator of a classical style. Reduplicated words such as '一一', '處處', '各各', and '世世' are present, functioning adverbially, which can be found in various registers of Chinese and are not exclusive to vernacular speech during this period.",
大智論,T 1509 (28),False,False,False,True,False,False,False,"The text shows some vernacular elements primarily through the use of reduplicated nouns. Specifically, 念念 (niàn niàn), 世世 (shì shì), and 字字 (zì zì) are used to denote 'moment by moment', 'in every life/generation', and 'each character' respectively. However, other common vernacular indicators are absent. The prefix 阿 (ā) is used only in transliterated Buddhist terms (e.g., 阿羅漢, 阿鞞跋致, 阿耨多羅三藐三菩提) and not as a native Chinese prefix to common nouns or names. The character 老 (lǎo) appears as an adjective in '老、病、死人' but not as a prefix. The suffix 兒 (ér) is not found. Neither the second-person pronoun 渠 (qú) nor the personal pronoun 伊 (yī) are present. The character 他 (tā) appears in compounds like 他人 (tārén) and 他心 (tāxīn), meaning 'other people' and 'others' minds' respectively, but not as a standalone personal pronoun for 'he/him/she/her'.",
大智論,T 1509 (29),False,False,False,True,False,True,False,"The text includes the reduplicated noun '世世' and the personal pronoun '他' (referring to 'he/she' or 'others', e.g., '他敗戒', '他心智'). However, the prefix '阿' is only used in transliterations (e.g., '阿羅漢', '阿耨多羅三藐三菩提'). The prefix '老' is not used in a vernacular sense, but rather to mean 'old' or in compounds like '老病死'. The suffix '兒' is not used as a grammatical suffix, but rather as part of compound nouns (e.g., '兒子', '嬰兒') or proper names. The pronoun '渠' and the personal pronoun '伊' are not present.",
大智論,T 1509 (30),False,False,False,True,False,False,False,"The text, a translation by Kumārajīva, largely adheres to a more classical style. The prefix 阿 (ā) is not used in a vernacular sense, only as part of transliterated terms (e.g., 阿育王, 阿羅漢). The prefix 老 (lǎo) is not used as a vernacular prefix. The suffix 兒 (ér) appears in the compound noun 小兒 (xiǎo'ér), but not as a productive vernacular suffix to other nouns. The third-person pronouns 渠 (qú) and 伊 (yī) are absent. The pronoun 他 (tā) is used with the meaning 'other' (不隨他教), which is classical, rather than as a vernacular third-person personal pronoun 'he/she'. However, reduplicated nouns such as 國國 (guóguó), 念念 (niànniàn), 種種 (zhǒngzhǒng), 世世 (shìshì), 各各 (gègè), and 焰焰 (yànyàn) are present, which are characteristic vernacular elements in early Chinese Buddhist translations.",
大智論,T 1509 (31),False,False,False,True,False,False,False,"The text contains the reduplicated noun '處處' (everywhere). The prefix 阿 (ā) appears only in transliterations. The prefix 老 (lǎo) is used in compound nouns (e.g., '老死'), not as a vernacular prefix. The suffix 兒 (ér) is present in the compound '小兒' (child) but not as a standalone suffix. The pronouns 渠 (qú), 他 (tā, used as 'other'), and 伊 (yī) are not found as personal pronouns.",
大智論,T 1509 (32),False,False,False,True,False,False,False,"The text, a translation by Kumārajīva, largely maintains a formal, somewhat archaic, and technical Buddhist Chinese style, showing very few vernacular elements.Prefix 阿 (ā) is not found as a vernacular prefix; all occurrences are part of transliterated Buddhist terms or names (e.g., 阿羅漢, 阿彌陀佛).Prefix 老 (lǎo) is not found as a vernacular prefix; '老死' is a fixed Buddhist compound.Suffix 兒 (ér) is not found as a vernacular suffix; '小兒' (child) uses 兒 as a noun, not a diminutive suffix.One instance of a reduplicated noun functioning adverbially is found: '日日' (daily, 0299a32, '日日發引').The pronoun 渠 (qú) is not found.The personal pronoun 他 (tā) is not found; all instances are part of fixed phrases like '他方' or the name '他化自在天'.The personal pronoun 伊 (yī) is not found.",
大智論,T 1509 (33),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (a) outside of transliterated Buddhist terms or names. It also does not use the prefix 老 (lao) or the suffix 兒 (er). The text uses reduplicated nouns such as ""人人"" (everyone/each person), ""處處"" (everywhere/from place to place), and ""世世"" (generation after generation/in every life). The pronoun 渠 (qu) is not found. The personal pronoun 他 (ta) is present (e.g., in ""他利""), but not used as the singular third-person pronoun 'he/she' in the vernacular sense. The personal pronoun 伊 (yi) is not used.",
大智論,T 1509 (34),False,False,False,True,False,True,False,"The text uses reduplicated nouns such as 世世 (life after life), 處處 (everywhere), 種種 (various kinds), and 各各 (each and every one). It also employs 他 (tā) in expressions like 他人 (other people) and 他心智 (knowledge of others' minds), where it functions as a general pronoun for 'other' or 'they'. The prefix 阿 (ā) is used only as part of transliterations. The prefix 老 (lǎo), suffix 兒 (ér), and the pronoun 渠 (qú) are not present in a vernacular context.",
大智論,T 1509 (35),False,False,False,False,False,False,False,"The text, a translation by Kumārajīva, demonstrates a style typical of early Chinese Buddhist translations, which generally leaned towards a more classical and less vernacular form. No instances of the prefix 阿 (ā) were found outside of transliterated Buddhist terms. The prefix 老 (lǎo) was not used in a vernacular sense (e.g., to address someone familiarly). The suffix 兒 (ér) was absent. Reduplicated nouns (e.g., 人人, 處處) were not found; while '世世' and '種種' appear, they function adverbially or adjectivally, respectively. Vernacular third-person pronouns 渠 (qú), 他 (tā), and 伊 (yī) were also not present in the text. This indicates a low prevalence of these specific vernacular elements.",
大智論,T 1509 (36),False,False,False,True,False,False,False,"The text, a classical Buddhist translation by Kumarajiva, shows some vernacular influence primarily through the use of reduplicated nouns such as ""箭箭"" (arrows), ""念念"" (moment-to-moment), ""片片"" (pieces), and ""各各"" (each). These reduplications are a feature of both classical and early vernacular Chinese, contributing to a slightly more accessible style. However, other common vernacular elements like the prefix 阿 (ā) for non-transliterated terms, the prefix 老 (lǎo), the suffix 兒 (ér), and the personal pronouns 渠 (qú), 他 (tā, as 'he/she'), and 伊 (yī) are absent. The term 他 appears as part of ""依他"" (dependent on others), not as a singular third-person pronoun. Overall, the style remains largely classical with minor vernacular hints.",
大智論,T 1509 (37),False,False,False,False,False,False,False,"The text, a translation by Kumārajīva, exhibits a classical and formal style. The character 阿 (ā) appears, but exclusively as part of transliterated Buddhist terms (e.g., 阿耨多羅, 阿鞞跋致, 阿迦尼吒), not as a vernacular prefix. The character 老 (lǎo) appears in ""長者則不見是金銀"" where 長者 (zhǎngzhě) means 'elderly person' or 'respected elder', not as a vernacular prefix. The suffix 兒 (ér) is not found. No reduplicated nouns are present. The pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not found in the text.",
大智論,T 1509 (38),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as ""世世"" (generation after generation), ""處處"" (everywhere), ""種種"" (various kinds of), and ""時時"" (from time to time). It does not use the prefix 阿 ā or 老 lǎo in a vernacular sense, nor the suffix 兒 ér. It also does not use the pronouns 渠 qú or 他 tā (as a singular personal pronoun for 'he/she'), nor 伊 yī.",
大智論,T 1509 (39),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular element, only as part of transliterated Buddhist terms (e.g., 阿羅漢, 阿毘曇, 阿耨多羅三藐三菩提). There is no usage of the prefix 老 (lǎo). The suffix 兒 (ér) is not found in the text. Reduplicated nouns are present, specifically 世世 ('generation after generation' or 'always') and 念念 ('moment by moment'). The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used; 他方 (tā fāng) appears but 他 here means 'other', not a personal pronoun. The personal pronoun 伊 (yī) is not used. Overall, the text shows very few vernacular elements, with the exception of some reduplicated temporal nouns.",
大智論,T 1509 (40),False,False,False,True,False,False,False,"The text does not contain the vernacular prefix 阿 ā (e.g., 阿媽) or 老 lǎo (e.g., 老王), nor does it feature the suffix 兒 ér. It does, however, use reduplicated forms like '世世' (life after life) and '種種' (various kinds), which are indicators of vernacular style. The archaic third-person pronouns 渠 qú and 伊 yī are absent. The character 他 tā appears in the text, but it is consistently used in its classical meaning of 'other' or 'another' (e.g., 他心智 - knowledge of others' minds), not as a general third-person personal pronoun (he/she).",
大智論,T 1509 (41),False,False,False,False,False,False,False,"The text adheres to a classical Buddhist Chinese style. No instances of the prefix 阿 ā are found outside of transliterated Buddhist terms like 阿鞞跋致 and 阿耨多羅三藐三菩提. The prefix 老 lǎo does not appear as a vernacular prefix, with ""老死"" being a fixed Buddhist term. The suffix 兒 ér is not present. There are no reduplicated nouns (e.g., 媽媽); ""各各"" is an adverbial reduplication, and ""心心數法"" is a compound term, not a simple reduplicated noun. The second-person pronoun 渠 qú and the personal pronouns 他 tā and 伊 yī are not used in this text.",
大智論,T 1509 (42),False,False,True,True,False,False,False,"The text contains the suffix 兒 in ""小兒"" (xiǎo'ér), indicating a vernacular element. Several reduplicated nouns/adverbials are found, such as ""念念"" (niànniàn), ""時時"" (shíshí), ""種種"" (zhǒngzhǒng), and ""一一"" (yīyī). The prefix 阿 (ā) is only used in transliterations (e.g., 阿鞞跋致) or to refer to the letter 'A' itself, not as a vernacular prefix. The prefix 老 (lǎo) appears in ""老死"" (a compound noun) and ""老師"" (a standard term for teacher), but not as a vernacular prefix in the requested sense. The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not present in the text.",
大智論,T 1509 (43),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) other than in transliterations such as 阿耨多羅三藐三菩提 and 阿羅漢. It does not use the prefix 老 (lǎo) in the vernacular sense (e.g., 老闆), only in compounds like 老死 (old age and death). The suffix 兒 (ér) is not used; 小兒 (child) appears, but 兒 here is part of the compound noun, not a suffix. Reduplicated nouns are present, as seen in 念念 (moment by moment). The text does not use the second-person pronoun 渠 (qú). Neither the personal pronoun 他 (tā) nor 伊 (yī) appears in the text.",
大智論,T 1509 (44),False,False,False,True,False,True,False,"The prefix 阿 (a) is present but exclusively as part of transliterated Buddhist terms (e.g., 阿耨多羅三藐三菩提, 阿羅漢), not as a vernacular prefix. The prefix 老 (lao) is not used as a prefix; 老 appears only in the compound '老、病、死苦' (old age, sickness, death). The suffix 兒 (er) is not found in the text. Reduplicated nouns are present, specifically '世世' in '惡知識則世世害人' (0379b08). The second-person pronoun 渠 (qu) is not used. The personal pronoun 他 (ta) is used in '奪他命' (0381a22). The personal pronoun 伊 (yi) is not used.",
大智論,T 1509 (45),False,False,False,True,False,False,False,"The prefix 阿 (ā) is not used as a vernacular prefix; all occurrences are part of transliterated Buddhist terms. The prefix 老 (lǎo) is not found. The suffix 兒 (ér) is not used as a productive diminutive suffix; '小兒' is a compound noun, not an example of a vernacular suffix being applied. Reduplicated forms such as '一一' (e.g., '一一眾生') and '種種' (e.g., '種種因緣') are present, indicating a vernacular element. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is not found. The personal pronoun 伊 (yī) is not found.",
大智論,T 1509 (46),False,False,False,True,False,True,False,"The text does not use the prefix 阿 ā (not as part of a transliteration), the prefix 老 lǎo, the suffix 兒 ér, or the second-person pronoun 渠 qú. It does contain reduplicated forms such as '各各' (gè gè), '種種' (zhǒng zhǒng), '處處' (chù chù), and '一一' (yī yī), which are common vernacular elements. The character 他 tā is present and used as a personal pronoun meaning 'other' or 'others', rather than strictly the singular 'he/she', but its presence reflects a vernacular tendency. The personal pronoun 伊 yī is not found in the text.",
大智論,T 1509 (47),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as '念念' (moment by moment) and '世世' (generation after generation/life after life), indicating a vernacular influence. However, it does not use the prefix 阿 (ā) in a non-transliterated sense (it only appears as part of transliterations like 阿修羅, 阿僧祇, 阿鞞跋致), nor the prefix 老 (lǎo), the suffix 兒 (ér), the pronoun 渠 (qú), or the personal pronouns 他 (tā) or 伊 (yī).",
大智論,T 1509 (48),False,False,True,True,False,True,False,"The text exhibits several vernacular elements. The prefix 阿 ā is not used as a vernacular prefix; all instances are part of transliterations (e.g., ""阿字門"", ""阿耨波陀""). The prefix 老 lǎo is also not used in a vernacular sense, appearing only in terms like ""衰老病死"" (old age, sickness, death) where it denotes old age. However, the suffix 兒 ér is present in ""屠兒"" (tú ér, butcher), indicating a vernacular usage. Reduplicated nouns/adjectives/adverbs are clearly present, such as ""種種"" (zhǒng zhǒng), ""各各"" (gè gè), ""念念"" (niàn niàn), and ""日日"" (rì rì). The second-person pronoun 渠 qú is not found in the text. The personal pronoun 他 tā is used as a third-person pronoun (e.g., ""念他過罪"", ""輕他"", ""他了知非"", ""他身名外身"", ""知他眾生"", ""他心智""), which is a significant vernacular feature. The personal pronoun 伊 yī is not found.",
大智論,T 1509 (49),False,False,True,False,False,False,False,,
大智論,T 1509 (50),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo) in a vernacular sense, nor does it employ the suffix 兒 (ér) or the personal pronouns 渠 (qú) or 伊 (yī). While 他 (tā) appears, it consistently means 'other' rather than a third-person singular pronoun. However, the text does feature reduplicated words such as '念念' (nian nian), '世世' (shi shi), and '處處' (chu chu), which are characteristic of vernacular style.",
大智論,T 1509 (51),False,False,False,True,False,False,False,"The text uses a formal, classical Buddhist Chinese style with extensive transliterations. The prefixes 阿 (ā) and 老 (lǎo) do not appear in a vernacular sense, but as parts of transliterated terms (e.g., 阿僧祇, 阿羅漢) or as an adjective (老). The suffix 兒 (ér) and the personal pronouns 他 (tā) and 伊 (yī) are absent. The only identifiable vernacular element is the reduplicated noun '人人' (rénrén) found at 0427a15, meaning 'each person'.",
大智論,T 1509 (52),False,False,False,False,False,False,False,"The text is a translation of a highly technical Buddhist philosophical work (Mahāprajñāpāramitāśāstra, translated by Kumārajīva). As expected for such a text from the Later Qin dynasty, it adheres to a formal, scholarly style. It does not exhibit the vernacular elements commonly found in later Tang or Song dynasty texts, or in more colloquial Buddhist narratives. The language is classical and precise, focusing on the rigorous exposition of Mādhyamaka philosophy, particularly emptiness (śūnyatā). All '阿' occurrences are part of transliterated Sanskrit terms (阿耨多羅三藐三菩提). There are no instances of the prefixes '老' or '阿' (not as transliteration), the suffix '兒', reduplicated nouns, or the pronouns '渠', '他', or '伊'. This indicates a highly formal and non-vernacular translation style, typical of early, erudite Buddhist scholastic literature.",
大智論,T 1509 (53),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) other than in transliterations (e.g., 阿耨多羅, 阿羅漢). The prefix 老 (lǎo) is used to mean 'old' (老病) and not as a vernacular prefix. The suffix 兒 (ér) is used in 兒子 (son/child) as part of a noun, not as a vernacular suffix. There are no reduplicated nouns. The second-person pronoun 渠 (qú) is not present. The personal pronoun 他 (tā) is used to mean 'other' or 'another' (e.g., 他力, 於他) rather than as a third-person pronoun 'he/she'. The personal pronoun 伊 (yī) is not present.",
大智論,T 1509 (54),False,False,False,False,False,True,False,"The text, from Kumārajīva's translation of the Da Zhidu Lun, largely maintains a classical style. The prefix 阿 (ā) is exclusively used in transliterations (e.g., 阿耨多羅, 阿羅漢). The prefix 老 (lǎo) and suffix 兒 (ér) are absent. No reduplicated nouns are present. The pronoun 渠 (qú) is not used. However, the personal pronoun 他 (tā) appears in the compound 他人 (tārén), indicating a limited presence of this third-person referent. The personal pronoun 伊 (yī) is absent.",
大智論,T 1509 (55),False,False,False,True,False,False,False,"The text does not use the prefix 阿 as a vernacular prefix; it only appears as part of transliterated Buddhist terms (e.g., 阿難, 阿羅漢, 阿鞞跋致). The prefix 老 and the suffix 兒 are not found. Reduplicated nouns are present, such as '種種' and '處處'. The pronoun 渠 is not found in the text. The personal pronoun 他 is used in the sense of 'other' or 'another's' (e.g., '他事', '從他求'), but not as a singular third-person pronoun 'he/she'. The personal pronoun 伊 is not present.",
大智論,T 1509 (56),False,False,False,False,False,False,False,"The text, a classical Buddhist translation by Kumārajīva, adheres to a more formal, literary style characteristic of early Chinese Buddhist scriptures. It does not contain the specific vernacular elements inquired about. All occurrences of '阿' (ā) and '伊' (yī) are found within transliterated Sanskrit terms (e.g., 阿僧祇, 阿羅漢, 伊賒那) and are not used as vernacular prefixes or personal pronouns. There are no instances of the prefix '老' (lǎo), the suffix '兒' (ér), reduplicated nouns, the second-person pronoun '渠' (qú), or the personal pronoun '他' (tā).",
大智論,T 1509 (57),False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā outside of transliterations (e.g., 阿耨多羅, 阿迦尼吒, 阿羅漢). The prefixes 老 lǎo and suffix 兒 ér are not present. The pronoun 渠 qú is not used. The personal pronoun 他 tā is found (e.g., 他人, 惱他) but consistently functions in the sense of 'other' or 'others', not as a singular third-person pronoun 'he/she'. The personal pronoun 伊 yī is not found. The only clear vernacular element identified is the reduplication '一一' (e.g., 一一眾生), used for emphasis or distribution.",
大智論,T 1509 (58),False,False,False,True,False,False,False,"The text, a translation of the Da zhidu lun by Kumārajīva, exhibits a predominantly classical Chinese Buddhist style. The prefix 阿 (ā) is exclusively used in transliterated Buddhist terms (e.g., 阿迦尼吒, 阿耨多羅三藐三菩提, 阿修羅, 阿羅漢, 阿鞞跋致, 阿難) and not as a colloquial prefix. The prefix 老 (lǎo) and the suffix 兒 (ér) are not present. The second-person pronoun 渠 (qú) and the personal pronoun 伊 (yī) are also absent. The character 他 (tā) appears in compounds like '他作' and '他人' or as part of a proper noun '他化自在天', but not as a standalone personal pronoun. The only notable vernacular element found is the reduplicated noun '世世' (shìshì, lifetime after lifetime), which is used adverbially.",
大智論,T 1509 (59),False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element, as all instances are parts of transliterated Buddhist terms (e.g., 阿難, 阿耨多羅). The prefix 老 lǎo and suffix 兒 ér are not found. The pronoun 渠 qú and the personal pronoun 伊 yī are not used. While 他 tā appears in '他人' (others), it is not used as a singular third-person pronoun 'he/she'. The text uses reduplicated nouns, specifically '世世' (life after life) multiple times.",
大智論,T 1509 (60),False,False,False,False,False,False,False,"The text adheres to a more formal, classical Buddhist Chinese style typical of Kumārajīva's translations. It does not contain the prefix 阿 (ā) used in a vernacular sense (only as part of transliterated Buddhist terms). The prefixes 老 (lǎo) and the suffix 兒 (ér) are absent. Reduplicated nouns are not found. The second-person pronoun 渠 (qú) and the personal pronoun 伊 (yī) are not present. While '他人' (tārén, 'other people') appears frequently, '他' (tā) is not used as a standalone third-person singular pronoun ('he' or 'she').",
大智論,T 1509 (61),False,False,False,False,False,False,False,,
大智論,T 1509 (62),False,False,False,True,False,True,False,"The text uses the personal pronoun 他 (tā) to refer to 'other people' and 'other places', and includes the reduplicated noun '世世'. It does not use the prefixes 阿 (ā) or 老 (lǎo) in a vernacular manner (阿 is only found as part of transliterated names/terms), nor the suffix 兒 (ér), nor the pronoun 渠 (qú), nor the personal pronoun 伊 (yī).",
大智論,T 1509 (63),False,False,False,False,False,False,False,,
大智論,T 1509 (64),False,False,False,False,False,False,False,,
大智論,T 1509 (65),False,False,False,True,False,False,False,"The text, a translation by Kumārajīva, exhibits a generally classical Chinese style. The prefix 阿 (ā) is consistently used for transliteration of Sanskrit terms (e.g., 阿羅漢, 阿僧祇) rather than as a vernacular prefix. Neither the prefix 老 (lǎo) nor the suffix 兒 (ér) are present in their vernacular usage. The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) appears once in '不由他作' (not done by others), but functions as 'other/another' in a general sense, not as a singular third-person personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not found. However, reduplicated nouns are present, specifically '念念' (niànniàn), meaning 'moment to moment', which is a minor vernacular element.",
大智論,T 1509 (66),False,False,False,True,False,True,False,"The prefix 阿 (ā) is used exclusively as part of transliterated Buddhist terms (e.g., 阿鞞跋致, 阿耨多羅三藐三菩提), not as a standalone vernacular prefix. The prefix 老 (lǎo) is not found. The suffix 兒 (ér) is not found as a general suffix; 小兒 (xiǎo'ér) appears, but 兒 is an integral part of this specific noun meaning 'child'. The text contains the reduplicated form 渧渧 (dìdì) in the phrase 雨渧渧 (yǔ dìdì), describing drops of rain, indicating a vernacular element. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is used as a third-person pronoun (him/them), such as in ""亦教他行"" and ""亦以教他"", which is a clear indication of vernacular style. The personal pronoun 伊 (yī) is not found.",
大智論,T 1509 (67),False,False,True,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo) in a vernacular sense, nor does it use the pronouns 渠 (qú) or 伊 (yī). The term '他人' uses 他 (tā) as 'other' rather than a standalone third-person pronoun. However, it exhibits some vernacular elements, including the suffix 兒 (ér) in '小兒' (xiǎo'ér) and the reduplicated noun '世世' (shìshì).",
大智論,T 1509 (68),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (a) as a general vernacular prefix; it only appears in transliterated Buddhist terms such as 阿耨多羅, 阿蘭若, 阿羅漢, and 阿毘曇. The prefix 老 (lao) is not used; 老 appears in 老實 (always, truly), but not as a prefix to a noun. The suffix 兒 (er) is not found in the text. Reduplicated nouns are present, for example, 念念 (thought by thought), 品品 (chapter by chapter), 種種 (various kinds), and 日日 (day by day). The second-person pronoun 渠 (qu) is not used. The personal pronoun 他 (ta) is not used as 'he/she'; it only appears in 他方 (other places). The personal pronoun 伊 (yi) is not found in the text.",
大智論,T 1509 (69),False,False,False,True,False,True,False,"The prefix 阿 (ā) is not used in a vernacular sense; all occurrences are part of transliterated Buddhist terms (e.g., 阿耨多羅, 阿羅漢). The prefix 老 (lǎo) is not used in a vernacular sense; the character '老' appears in the compound '如實' (truly, actually), a standard Classical Chinese usage, not a vernacular prefix. The suffix 兒 (ér) is not found in the text. The text does contain reduplicated words such as '心心' (each mind, mind after mind) and '念念' (every moment, moment by moment), which indicate a vernacular element. The second-person pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is found at [0541a01] in '云何枉他？' (how can I wrong others?), where '他' functions as a third-person pronoun (plural, referring to 'others'), which is indicative of vernacular influence. The personal pronoun 伊 (yī) is not found.",
大智論,T 1509 (70),False,False,False,True,False,True,False,"The text contains the reduplicated word '世世' (generations after generations) and the personal pronoun '他' (he/others), for instance, in '知他作恩於己' and '不從他聞'. No instances of the prefix '阿' (not as part of a transliteration), '老', the suffix '兒', or the pronouns '渠' or '伊' were found.",
大智論,T 1509 (71),False,False,False,False,False,False,False,"The text is a formal Buddhist treatise (Kumārajīva's translation of Da Zhidu Lun) characterized by technical Buddhist vocabulary and classical literary style. The prefix 阿 (ā) is used exclusively for transliterations (e.g., 阿耨多羅三藐三菩提, 阿羅漢). The prefix 老 (lǎo) is not present in its vernacular sense, only descriptively in terms like 老人 (aged person). The suffix 兒 (ér), the pronoun 渠 (qú), and the personal pronouns 他 (tā, used as an adjective 'other' instead of 'he/she') and 伊 (yī) are not found. Reduplicated nouns are also absent. Overall, the text exhibits a formal, classical Chinese style with no discernible vernacular elements as specified.",
大智論,T 1509 (72),False,False,False,True,False,False,False,"The text shows minimal vernacular elements. The prefix 阿 (ā) is used exclusively in transliterated Buddhist terms (e.g., 阿耨多羅三藐三菩提, 阿羅漢), not as a vernacular prefix. The prefix 老 (lǎo) and the suffix 兒 (ér) are not used in a vernacular sense (兒 appears in 兒子, but not as a diminutive suffix). The personal pronouns 他 (tā), 伊 (yī), and 渠 (qú) are not found in the text. However, the reduplicated temporal noun '世世' (shìshì), meaning 'generation after generation' or 'for ages', is present at 0566b24, indicating the use of reduplicated nouns.",
大智論,T 1509 (73),False,False,False,True,False,False,False,"The prefix 阿 (ā) is present, but exclusively as part of transliterated Buddhist terms such as 阿鞞跋致, 阿耨多羅, 阿羅漢, 阿蘭若, and 阿毘曇; it is not used as an independent vernacular prefix. The prefix 老 (lǎo) is not present in the text. The suffix 兒 (ér) is not present in the text. The text uses reduplicated forms such as 種種 (various kinds), derived from nouns, which is characteristic of early vernacular Chinese. Other adverbial reduplications like 處處 are also present. The pronoun 渠 (qú) is not present in the text. The word 他 (tā) is present (e.g., in 他人, 他語), but functions as a determiner meaning 'other' or 'others'', not as a standalone third-person singular personal pronoun like 'he' or 'she' in a vernacular sense. The pronoun 伊 (yī) is not present in the text.",
